"","SRR10551660","SRR10551661","SRR10551662","SRR10551663","SRR10551664","SRR10551665"
"YBR105C",6.407,6.663,7.185,7.298,7.503,7.423
"YBR106W",8.742,8.638,9.26,8.225,8.291,8.258
"YBR107C",4.69,4.862,5.529,5.173,5.476,5.001
"YBR108W",4.827,5.887,5.027,5.929,5.934,5.949
"YBR109C",7.449,7.567,7.854,7.066,7.284,7.251
"YBR109W-A",0.892,1.588,2.959,0,0,1.842
"YBR110W",6.118,5.464,6.323,4.918,5.774,5.166
"YBR111C",7.253,7.48,7.354,8.145,8.32,8.441
"YBR111W-A",4.991,5.326,3.863,4.918,5.476,5.531
"YBR112C",5.757,6.875,5.844,6.123,6.077,6.065
"YBR113W",3.877,4.464,3.327,4.213,3.914,4.35
"YBR114W",6.302,6.574,6.513,6.373,6.501,6.248
"YBR115C",7.659,7.154,8.63,8.145,8.089,7.726
"YBR116C",1.439,1.002,0,3.055,2.613,2.287
"YBR117C",3.257,4.092,3.327,5.533,5.595,5.166
"YBR118W",6.348,6.838,6.44,6.67,6.709,6.343
"YBR119W",4.991,5.677,2.959,6.061,5.434,5.491
"YBR120C",5.508,6.528,4.812,4.918,5.152,5.789
"YBR121C",7.906,7.793,8.026,7.694,7.969,7.681
"YBR122C",7.081,7.344,7.293,6.607,6.373,6.891
"YBR123C",5.273,5.092,5.456,5.339,5.595,5.531
"YBR124W",1.835,1.588,2.464,2.429,1.189,1.842
"YBR125C",5.638,5.464,6.323,5.286,5.099,4.942
"YBR126C",7.584,7.881,8.202,9.093,9.006,8.714
"YBR126W-A",3.698,4.092,1.704,4.322,4.801,3.8
"YBR126W-B",1.439,1.002,1.704,1.972,2.274,1.842
"YBR127C",9.077,8.431,10.041,9.756,9.643,9.674
"YBR128C",4.37,4.812,4.812,4.986,5.705,5.684
"YBR129C",5.686,5.786,5.954,5.533,6.105,5.918
"YBR130C",5.561,5.732,3.863,4.847,4.987,5.058
"YBR131C-A",1.439,0,1.704,0,0,1.197
"YBR131W",4.642,4.648,4.414,4.847,5.517,5.823
"YBR132C",5.613,5.732,6.402,6.447,6.438,6.633
"YBR133C",5.887,5.982,6.548,6.541,6.438,6.32
"YBR134W",1.835,2.589,2.959,2.429,1.189,2.9
"YBR135W",4.591,5.619,5.027,3.965,4.587,3.504
"YBR136W",6.598,5.837,6.548,7.402,7.16,7.518
"YBR137W",5.103,5.092,5.726,6.267,6.438,6.536
"YBR138C",4.539,4.759,4.812,6.153,5.808,5.448
"YBR139W",7.622,7.336,8.528,8.818,8.83,8.917
"YBR140C",8.583,8.118,8.998,10.059,9.886,10.007
"YBR141C",3.6,3.589,4.56,3.965,3.117,3.66
"YBR141W-A",1.835,1.588,0,1.3,1.189,1.842
"YBR142W",5.779,6.308,6.055,5.821,5.633,5.648
"YBR143C",7.616,7.214,7.923,7.172,7.33,7.345
"YBR144C",1.439,1.002,0,0,1.189,1.842
"YBR145W",5.823,6.464,6.649,7.002,7.121,6.614
"YBR146W",7.428,7.262,7.116,6.882,6.521,6.759
"YBR147W",6.585,6.875,7.093,6.9,7.353,6.952
"YBR148W",5.103,5.863,4.071,5.622,5.84,6.32
"YBR149W",8.147,7.947,8.926,8.607,8.574,8.613
"YBR150C",5.481,5.559,6.402,6.65,6.58,6.688
"YBR151W",7.178,7.144,7.625,7.876,7.72,7.402
"YBR152W",3.121,4.326,3.62,3.288,3.49,4.35
"YBR153W",4.429,4.589,4.692,4.608,5.152,4.439
"YBR154C",5.71,5.464,5.456,4.519,4.587,5.36
"YBR155W",5.304,6.194,5.529,5.173,5.044,5.405
"YBR156C",4.37,4.959,4.56,4.213,4.508,4.747
"YBR157C",2.805,3.911,2.959,2.429,3.316,4.154
"YBR158W",5.335,5.863,5.663,4.213,3.316,2.626
"YBR159W",7.369,7.081,7.796,7.082,6.907,7.122
"YBR160W",4.642,5.005,4.812,4.519,4.031,4.88
"YBR161W",5.949,5.619,6.195,5.784,6.022,6.092
"YBR162C",8.311,7.773,9.362,6.541,5.808,5.918
"YBR162W-A",6.422,7.092,5.787,5.339,5.252,5.949
"YBR163W",5.802,5.559,6.005,6.239,6.459,6.366
"YBR164C",5.613,5.982,5.844,5.114,4.927,5.113
"YBR165W",5.734,5.431,5.598,4.847,4.662,5.267
"YBR166C",5.757,5.732,6.281,5.705,6.105,5.491
"YBR167C",4.309,4.759,2.464,3.823,5.044,4.815
"YBR168W",4.246,4.464,4.924,5.578,5.39,5.405
"YBR169C",7.837,8.371,8.299,8.96,8.894,8.87
"YBR170C",6.393,5.759,6.743,6.398,6.599,6.556
"YBR171W",4.485,5.049,5.38,3.823,4.865,4.88
"YBR172C",6.559,7.271,5.954,6.093,6.257,6.065
"YBR173C",7.525,7.648,7.84,6.864,6.521,6.516
"YBR174C",2.805,3.004,3.327,2.775,2.613,1.842
"YBR175W",4.827,5.049,5.027,4.692,4.587,4.256
"YBR176W",5.508,5.559,6.005,4.986,5.346,5.491
"YBR177C",6.464,7.016,7.469,7.621,7.493,7.423
"YBR178W",3.121,2.811,3.62,3.823,3.914,3.8
"YBR179C",6.875,7.144,6.323,7.555,7.472,7.445
"YBR180W",1.835,3.174,3.327,2.775,3.316,2.626
"YBR181C",4.69,4.648,4.812,4.322,3.49,3.131
"YBR182C",6.27,5.705,7.251,6.321,6.438,5.949
"YBR182C-A",1.439,2.003,1.704,2.775,2.887,2.287
"YBR183W",5.949,6.308,6.583,7.744,7.846,7.812
"YBR184W",3.121,3.004,1.704,0,0,1.842
"YBR185C",6.766,6.648,7.019,5.858,5.517,6.146
"YBR186W",4.246,5.619,5.027,5.339,5.556,5.531
"YBR187W",5.587,5.252,5.844,5.439,5.934,5.571
"YBR188C",4.783,5.174,3.327,4.213,4.927,4.747
"YBR189W",8.198,8.113,8.36,6.77,7.08,6.875
"YBR190W",2.805,1.588,2.959,2.429,1.189,1.842
"YBR191W",7.062,6.812,7.767,5.821,6.157,6.065
"YBR191W-A",2.617,3.174,1.704,2.775,2.613,2.287
"YBR192W",5.662,5.29,6.103,5.286,5.872,5.755
"YBR193C",4.591,5.397,5.456,4.608,5.252,5.448
"YBR194W",3.38,4.174,4.253,3.49,3.49,2.9
"YBR195C",4.539,4.528,4.924,5.173,5.517,5.36
"YBR196C",8.91,8.844,9.78,10.779,10.756,10.606
"YBR196C-A",1.439,2.003,0,2.429,1.831,3.131
"YBR196C-B",0,1.588,1.704,2.429,2.613,1.842
"YBR197C",2.972,2.589,4.071,3.49,3.786,4.046
"YBR198C",5.757,6.344,6.239,6.471,6.373,6.366
"YBR199W",7.641,7.52,8.014,7.902,7.675,7.645
"YBR200W",6.317,6.362,6.323,6.321,5.434,6.41
"YBR200W-A",2.617,1.002,3.327,3.055,3.316,2.287
"YBR201C-A",6.027,6.786,6.743,7.158,7.134,7.31
"YBR201W",5.067,6.049,4.253,4.424,5.203,5.058
"YBR202W",5.757,5.677,6.005,6.347,6.022,5.72
"YBR203W",7.143,7.165,8.001,8.385,8.73,8.792
"YBR204C",5.335,4.759,5.124,5.622,5.964,5.531
"YBR205W",6.045,4.911,6.44,5.705,5.556,5.314
"YBR206W",1.835,3.004,1.704,1.3,1.189,3.131
"YBR207W",6.082,6.134,6.548,6.65,5.993,5.887
"YBR208C",8.49,7.887,9.645,10.388,10.191,10.198
"YBR209W",1.835,1.002,0,1.3,0,0
"YBR210W",5.686,5.619,5.726,5.231,4.508,5.113
"YBR211C",4.737,4.862,5.124,4.213,3.786,4.747
"YBR212W",5.139,4.862,5.9,6.563,6.561,6.453
"YBR213W",2.145,3.812,4.071,1.972,3.316,1.842
"YBR214W",5.779,6.574,6.513,7.244,7.121,7.04
"YBR215W",5.734,6.574,4.924,6.447,6.438,6.495
"YBR216C",6.1,5.464,7.116,6.029,6.417,6.474
"YBR217W",3.698,3.589,2.959,3.823,3.786,4.046
"YBR218C",6.865,7.422,7.432,7.312,6.967,7.095
"YBR220C",4.642,4.464,4.924,5.114,4.865,4.601
"YBR221C",8.5,8.17,9.166,8.084,8.109,8.111
"YBR221W-A",4.109,4.812,4.692,5.286,4.927,5.267
"YBR222C",7.701,7.612,8.519,8.379,8.436,8.177
"YBR223C",3.494,3.326,4.56,4.213,4.424,4.522
"YBR223W-A",1.439,0,0,1.3,1.831,0
"YBR224W",2.805,1.588,0,2.429,3.49,2.626
"YBR225W",5.613,5.174,6.005,6.321,6.328,6.576
"YBR226C",3.959,3.326,4.414,4.608,4.587,5.058
"YBR227C",6.317,6.027,5.3,6.294,6.438,5.789
"YBR228W",4.429,4.464,4.56,5.231,5.434,5.405
"YBR229C",6.684,6.464,7.044,6.77,6.761,7.04
"YBR230C",8.338,8.677,8.483,8.327,8.436,8.574
"YBR230W-A",6.348,7.027,6.363,4.771,5.556,5.755
"YBR231C",3.791,3.589,4.414,5.051,4.865,5.058
"YBR232C",2.617,3.004,3.863,3.666,2.274,2.287
"YBR233W",4.246,4.812,3.62,4.692,5.044,4.256
"YBR233W-A",4.246,3.589,3.62,1.972,1.831,2.9
"YBR234C",6.743,6.76,7.45,7.402,7.067,7.136
"YBR235W",7.161,6.76,8.087,8.746,8.549,8.564
"YBR236C",5.273,5.134,5.663,5.051,5.633,5.36
"YBR237W",5.908,6.362,6.103,6.585,6.48,6.826
"YBR238C",5.453,4.326,5.456,6.809,6.521,6.724
"YBR239C",5.304,5.705,6.005,6.809,6.778,6.967
"YBR240C",3.38,3.464,4.253,5.39,5.934,5.531
"YBR241C",5.335,5.397,6.239,7.128,6.811,6.67
"YBR242W",5.273,5.705,5.124,6.123,6.208,6.198
"YBR243C",4.591,4.252,5.215,4.519,4.241,4.601
"YBR244W",2.4,3.464,3.62,2.775,3.786,4.35
"YBR245C",6.559,7.103,6.681,6.827,6.48,6.453
"YBR246W",4.827,4.589,4.924,4.847,4.865,4.256
"YBR247C",4.309,4.911,5.529,3.965,4.14,4.815
"YBR248C",5.908,5.812,6.681,5.533,5.346,5.405
"YBR249C",7.228,6.512,7.796,6.321,6.459,6.432
"YBR250W",2.145,3.004,2.959,2.429,1.831,2.626
"YBR251W",5.949,6.134,5.598,5.664,5.434,5.755
"YBR252W",4.036,4.589,4.414,3.666,2.613,3.504
"YBR253W",5.273,5.982,4.924,4.986,5.252,5.531
"YBR254C",5.24,4.911,5.954,4.918,4.987,5.001
"YBR255C-A",6.136,6.559,6.195,6.093,5.872,6.388
"YBR255W",6.118,6.464,6.055,7.034,7.582,7.31
"YBR256C",7.518,7.863,7.393,6.447,6.618,6.875
"YBR257W",4.783,5.677,4.414,5.173,5.346,5.267
"YBR258C",3.6,4.589,2.959,3.666,3.786,4.256
"YBR259W",4.485,4.705,3.863,5.114,5.517,5.217
"YBR260C",5.424,5.59,5.787,5.929,6.05,6.092
"YBR261C",4.737,4.759,5.124,4.608,4.733,4.942
"YBR262C",6.777,7.113,6.994,6.182,5.556,6.092
"YBR263W",7.603,7.38,8.309,7.364,7.353,7.434
"YBR264C",4.991,5.464,5.3,5.578,5.476,5.166
"YBR265W",5.304,4.528,5.663,6.182,6.022,5.267
"YBR266C",4.036,5.049,4.812,4.213,3.646,4.35
"YBR267W",5.273,5.759,6.055,5.622,4.801,5.217
"YBR268W",6.136,6.559,6.548,5.745,5.476,5.405
"YBR269C",5.662,5.982,6.649,6.061,6.022,5.684
"YBR270C",4.485,4.862,5.3,5.487,5.299,4.942
"YBR271W",4.991,5.049,5.456,4.692,4.801,4.439
"YBR272C",5.395,5.252,5.598,5.894,5.993,5.61
"YBR273C",6.118,6.29,6.681,6.495,6.727,6.576
"YBR274W",5.173,5.049,5.529,5.997,5.476,5.36
"YBR275C",5.638,6.175,6.005,6.153,6.561,6.688
"YBR276C",6.854,6.746,7.469,6.9,6.811,6.81
"YBR277C",3.959,4.326,4.56,4.608,4.031,4.747
"YBR278W",5.662,6.271,5.598,5.705,5.517,6.008
"YBR279W",6.302,7.464,6.055,5.173,5.633,5.949
"YBR280C",4.952,4.959,5.787,6.373,5.903,5.648
"YBR281C",6.317,5.959,6.713,5.745,5.808,6.092
"YBR282W",5.686,6.38,5.3,5.39,5.556,5.217
"YBR283C",7.152,7.299,7.882,7.451,7.121,6.997
"YBR284W",4.87,5.252,5.529,5.578,5.595,5.684
"YBR285W",4.591,5.005,4.924,4.918,4.801,5.001
"YBR286W",8.507,8.524,9.079,9.24,9.306,9.286
"YBR287W",8.019,7.799,9.126,8.926,8.598,8.539
"YBR288C",5.587,5.887,6.15,5.051,5.633,5.267
"YBR289W",5.335,5.935,6.195,5.439,6.373,5.887
"YBR290W",6.977,7.488,6.477,6.985,7.235,7.251
"YBR291C",4.246,4.528,5.529,5.114,5.203,4.815
"YBR292C",1.439,2.589,0,2.775,3.117,3.928
"YBR293W",4.737,4.397,5.529,5.339,4.424,4.601
"YBR294W",7.597,7.648,8.545,5.487,5.705,6.272
"YBR295W",6.407,6.049,7.625,7.451,6.996,7.109
"YBR296C",1.835,1.002,3.327,0,1.831,1.197
"YBR297W",5.988,6.344,6.968,5.894,5.39,5.531
"YBR298C",6.696,7.488,7.314,6.935,6.828,6.576
"YCL001W",5.887,5.959,5.844,6.211,6.131,5.491
"YCL001W-A",1.835,1.588,1.704,0,1.189,2.626
"YCL002C",5.173,5.786,6.005,6.471,6.48,6.388
"YCL004W",4.485,4.759,4.414,5.664,5.517,5.571
"YCL005W",4.036,4.252,5.215,5.286,4.587,4.601
"YCL005W-A",5.24,5.982,5.9,5.784,6.305,5.918
"YCL007C",4.783,5.174,4.56,5.339,5.203,5.491
"YCL008C",3.698,3.705,4.071,4.692,4.336,4.154
"YCL009C",4.827,5.362,6.832,5.622,5.39,5.166
"YCL010C",3.6,4.174,4.692,4.424,4.801,4.942
"YCL011C",6.082,6.362,6.743,6.711,6.761,7.026
"YCL012C",3.877,4.705,5.38,6.029,6.328,6.065
"YCL014W",5.638,5.732,6.103,6.864,6.778,6.906
"YCL016C",4.309,3.911,4.812,4.771,5.044,4.256
"YCL017C",7.391,7.124,8.51,8.359,8.122,8.063
"YCL018W",6.732,6.528,8.014,9.135,9.086,8.808
"YCL021W-A",2.4,1.588,3.863,2.775,2.613,2.9
"YCL022C",4.246,4.174,3.863,3.666,3.646,3.66
"YCL023C",1.439,1.588,0,1.3,1.831,2.287
"YCL024W",5.866,6.496,5.598,5.858,5.993,6.343
"YCL025C",10.138,9.668,11.204,7.451,6.891,7.026
"YCL026C-A",4.37,3.004,4.692,0,1.189,0
"YCL026C-B",5.866,5.732,6.103,4.424,4.508,4.256
"YCL027W",2.617,3.812,2.959,3.666,2.887,3.131
"YCL028W",6.188,5.559,6.281,6.447,6.257,5.448
"YCL029C",4.642,4.092,3.62,4.918,4.14,4.88
"YCL030C",6.708,7.281,7.505,7.533,7.397,7.109
"YCL031C",5.03,5.677,3.62,4.692,5.044,5.648
"YCL032W",4.69,4.911,5.215,5.487,5.934,6.037
"YCL033C",4.912,4.759,5.663,6.267,6.709,6.146
"YCL034W",5.71,5.935,6.513,7.244,7.198,7.275
"YCL035C",7.895,8.476,8.191,7.567,7.924,8.076
"YCL036W",4.109,4.092,4.414,5.39,5.476,5.267
"YCL037C",4.827,4.589,4.414,4.986,4.662,5.001
"YCL038C",6.378,5.935,7.469,7.988,7.592,7.626
"YCL039W",4.912,4.862,4.924,5.745,5.993,5.918
"YCL040W",7.776,7.918,8.638,9.261,9.126,8.825
"YCL041C",1.835,2.589,0,0,1.189,1.197
"YCL042W",0.892,1.588,2.464,0,1.189,0
"YCL043C",8.455,8.578,9.2,7.773,7.893,7.828
"YCL044C",4.539,4.862,4.812,3.666,4.241,4.046
"YCL045C",6.672,6.605,7.505,7.258,7.211,7.334
"YCL046W",2.4,2.589,4.253,3.823,3.786,4.154
"YCL047C",3.6,3.705,3.62,5.051,4.424,4.942
"YCL048W",2.145,0,0,2.429,3.117,3.131
"YCL048W-A",1.439,2.326,1.704,5.622,5.39,5.267
"YCL049C",5.273,4.862,5.124,6.471,6.86,6.576
"YCL050C",6.789,7.336,6.86,7.002,7.186,7.213
"YCL051W",5.273,5.982,5.027,6.267,6.257,6.248
"YCL052C",6.363,6.29,7.093,7.555,7.451,7.334
"YCL054W",5.779,6.194,5.215,5.231,5.152,5.918
"YCL055W",4.036,4.326,4.253,3.965,3.117,4.154
"YCL056C",4.485,5.397,4.692,5.231,5.808,5.448
"YCL057C-A",8.227,9.021,8.437,7.988,7.961,7.931
"YCL057W",6.519,6.431,6.968,7.002,6.86,6.937
"YCL058C",5.613,6.691,5.38,6.029,6.459,6.495
"YCL058W-A",5.103,6.677,5.215,5.929,6.351,5.949
"YCL059C",5.757,6.528,5.456,6.123,6.373,6.595
"YCL061C",5.365,6.38,4.414,5.339,5.669,5.979
"YCL063W",3.791,3.174,3.327,2.775,3.117,2.9
"YCL064C",5.508,5.214,6.477,7.451,7.375,7.334
"YCL074W",2.972,2.589,2.959,5.114,5.252,5.217
"YCL075W",0,1.588,1.704,3.666,3.316,4.256
"YCL076W",2.4,2.811,2.464,3.823,4.733,4.601
"YCR001W",1.439,1.002,0,1.972,1.831,0
"YCR002C",5.757,5.464,6.402,6.294,6.131,5.823
"YCR003W",5.561,6.528,4.924,5.533,5.299,5.72
"YCR004C",6.393,6.344,6.915,6.373,6.233,6.248
"YCR005C",7.062,7.262,8.146,7.6,7.543,7.477
"YCR006C",1.835,1.588,2.464,4.519,2.887,2.626
"YCR007C",3.6,3.705,2.959,4.322,3.786,4.046
"YCR008W",6.635,6.773,7.044,7.83,7.877,7.836
"YCR009C",7.22,7.027,6.681,7.05,7.26,7.445
"YCR010C",1.835,1.002,1.704,2.429,2.887,2.287
"YCR011C",7.277,7.175,7.625,9.042,8.936,8.955
"YCR012W",10.874,11.054,11.718,13.678,13.511,13.193
"YCR013C",9.997,10.264,10.868,12.859,12.617,12.34
"YCR014C",5.365,6.464,4.692,6.093,6.022,6.366
"YCR015C",4.37,4.528,4.692,4.771,4.424,4.815
"YCR016W",5.845,6.899,5.215,5.231,4.801,5.166
"YCR017C",6.585,6.175,7.721,8.28,8.089,7.877
"YCR018C",2.972,3.589,3.62,4.424,4.14,3.928
"YCR019W",4.179,3.705,5.124,4.918,5.705,5.217
"YCR020C",5.686,5.759,5.456,5.39,5.252,5.36
"YCR020C-A",4.87,5.174,5.124,4.771,4.801,5.405
"YCR020W-B",4.642,4.959,3.327,3.288,3.786,3.928
"YCR021C",10.351,11.165,10.793,11.837,12.022,11.994
"YCR022C",0,1.588,1.704,1.972,1.831,0
"YCR023C",5.866,5.59,6.994,6.77,6.876,6.937
"YCR024C",4.37,4.648,4.812,5.114,4.927,5.166
"YCR024C-A",7.765,7.567,9.079,9.208,9.006,9.014
"YCR024C-B",8.487,8.763,9.342,10.198,10.035,9.905
"YCR025C",1.835,2.003,1.704,3.49,3.49,3.8
"YCR026C",5.866,5.005,6.055,6.731,7.053,6.967
"YCR027C",4.109,3.705,5.027,4.322,4.987,4.439
"YCR028C",5.103,4.092,5.124,5.286,5.476,5.448
"YCR028C-A",7.099,7.049,6.994,6.585,6.744,6.759
"YCR030C",5.757,5.786,5.663,6.294,6.655,6.688
"YCR031C",8.327,8.159,9.005,8.182,8.168,8.221
"YCR032W",6.027,6.027,6.281,8.029,7.821,8.097
"YCR033W",7.072,7.959,7.019,8.211,8.285,8.202
"YCR034W",5.662,4.648,6.363,4.424,3.786,4.046
"YCR035C",5.662,5.464,5.787,6.321,6.022,6.41
"YCR036W",6.045,6.071,6.583,6.447,6.561,6.453
"YCR037C",5.304,5.174,6.195,6.809,7.011,6.967
"YCR038C",2.972,3.589,2.464,5.173,4.865,4.942
"YCR041W",2.617,2.326,2.464,2.429,2.274,2.9
"YCR042C",6.436,6.619,6.513,7.113,7.472,7.402
"YCR043C",5.103,4.252,5.663,5.051,5.476,4.942
"YCR044C",5.453,4.911,6.402,6.061,5.517,5.684
"YCR045C",2.617,2.326,2.959,3.823,4.987,4.601
"YCR045W-A",0,1.002,0,0,2.274,1.197
"YCR046C",5.103,5.049,5.726,5.622,5.517,4.88
"YCR047C",4.485,5.092,5.027,6.029,5.84,6.037
"YCR047W-A",3.494,3.326,3.863,2.775,3.316,3.928
"YCR048W",2.617,3.326,4.812,4.771,4.927,3.928
"YCR050C",0.892,1.002,2.464,4.094,3.786,2.9
"YCR051W",4.309,3.705,4.071,4.608,4.336,3.928
"YCR052W",3.257,3.812,2.959,4.094,3.49,4.154
"YCR053W",6.254,5.786,6.15,6.423,6.501,6.343
"YCR054C",4.737,4.326,5.38,5.533,5.203,5.448
"YCR057C",5.24,4.862,5.598,5.745,5.774,5.36
"YCR059C",3.38,3.004,3.327,4.094,3.914,3.66
"YCR060W",3.121,3.589,3.327,4.322,2.613,3.131
"YCR061W",2.4,3.589,4.924,5.963,5.556,6.065
"YCR063W",3.38,2.811,1.704,2.429,3.117,2.287
"YCR064C",1.835,1.588,2.464,2.429,2.274,2.287
"YCR065W",5.139,4.326,5.38,6.093,5.633,5.61
"YCR066W",4.309,3.589,4.071,4.918,4.508,4.256
"YCR067C",5.365,5.092,5.844,6.123,5.903,6.146
"YCR068W",3.494,3.174,5.027,5.821,5.346,5.405
"YCR069W",5.802,6.233,6.15,7.201,7.186,7.082
"YCR071C",4.429,5.59,4.692,4.213,4.587,4.88
"YCR072C",4.109,4.326,4.253,4.094,3.786,3.928
"YCR073C",4.87,4.862,6.15,6.182,6.58,6.826
"YCR073W-A",3.257,4.004,4.692,4.608,5.099,4.601
"YCR075C",4.036,3.589,3.863,4.847,4.733,4.676
"YCR075W-A",4.591,4.528,3.863,4.519,4.801,5.166
"YCR076C",4.179,4.252,5.027,5.745,5.476,5.72
"YCR077C",5.273,6.049,6.239,6.935,6.86,6.688
"YCR079W",4.952,4.862,6.239,7.642,7.482,7.508
"YCR081C-A",2.145,2.326,1.704,2.429,3.646,3.504
"YCR081W",5.395,4.589,5.124,6.153,6.077,5.789
"YCR082W",6.743,7.144,7.45,6.541,6.233,6.41
"YCR083W",6.221,5.732,6.402,6.67,6.373,7.082
"YCR084C",4.87,5.174,6.15,5.997,5.903,6.32
"YCR085W",1.439,2.589,0,1.972,0,0
"YCR086W",3.791,4.464,3.62,3.288,3.786,3.131
"YCR087C-A",4.109,3.911,4.56,2.429,3.49,3.504
"YCR087W",3.257,4.528,3.863,3.49,2.887,2.9
"YCR088W",5.453,6.113,5.954,6.398,6.351,6.41
"YCR089W",3.38,3.911,4.071,5.051,5.633,5.648
"YCR090C",4.539,4.911,5.3,3.965,3.49,4.35
"YCR091W",4.37,4.812,3.327,6.029,6.257,6.223
"YCR092C",4.991,4.911,4.56,5.705,5.964,6.065
"YCR093W",7.59,7.552,8.135,8.76,8.658,8.783
"YCR094W",3.494,3.174,4.414,5.339,4.927,4.942
"YCR095C",5.335,5.59,4.692,5.487,5.993,5.405
"YCR095W-A",0.892,2.326,0,1.972,3.117,0
"YCR097W",6.238,7.027,5.529,5.929,5.633,6.146
"YCR098C",7.707,7.856,8.288,6.541,6.131,6.008
"YCR099C",2.617,2.811,1.704,2.429,3.646,1.842
"YCR100C",3.38,2.003,3.327,3.055,2.274,3.66
"YCR101C",3.6,2.589,3.62,3.055,3.117,3.504
"YCR102C",5.949,6.308,6.195,4.608,4.865,4.046
"YCR102W-A",0.892,2.003,2.464,2.429,2.274,0
"YCR105W",10.341,10.138,10.834,4.094,2.887,2.9
"YCR106W",6.317,6.049,7.116,4.771,5.434,5.648
"YCR107W",5.424,5.252,6.681,4.424,4.587,4.154
"YDL001W",5.335,4.812,5.456,4.918,5.476,5.979
"YDL002C",5.734,6.113,5.726,5.929,6.05,6.172
"YDL003W",5.845,5.397,5.124,3.055,3.914,2.9
"YDL004W",9.655,9.674,10.157,8.675,8.866,8.878
"YDL005C",6.286,7.929,5.844,6.423,6.077,6.536
"YDL006W",5.273,5.431,6.195,5.487,5.434,5.448
"YDL007W",8.544,8.722,8.36,8.204,8.365,8.276
"YDL008W",4.952,5.397,4.812,4.986,4.662,4.942
"YDL009C",6.045,6.97,5.598,6.398,6.183,6.092
"YDL010W",7.22,7.634,6.86,6.846,7.235,7.149
"YDL011C",5.365,4.959,5.215,5.339,4.987,5.448
"YDL012C",4.642,4.812,4.56,4.847,4.733,3.8
"YDL013W",5.453,5.496,5.954,6.347,5.964,6.248
"YDL014W",4.991,5.326,6.239,5.173,5.203,4.88
"YDL015C",7.564,7.005,7.782,7.544,7.493,7.518
"YDL016C",2.145,3.589,3.863,3.823,2.887,3.504
"YDL017W",3.121,3.004,4.812,3.965,3.49,3.329
"YDL018C",5.453,5.049,5.726,4.322,4.031,5.217
"YDL019C",7.42,8.038,7.796,8.585,8.499,8.419
"YDL020C",9.471,9.689,9.543,8.41,8.473,8.613
"YDL021W",7.062,7.552,7.019,8.447,8.699,8.509
"YDL022C-A",1.439,2.326,2.464,3.055,2.274,2.626
"YDL022W",7.072,7.414,7.334,8.845,8.602,8.584
"YDL023C",4.485,4.397,5.726,6.67,6.541,6.614
"YDL024C",4.737,4.759,5.663,6.153,5.993,6.037
"YDL025C",6.436,7.154,6.477,6.917,6.922,7.095
"YDL025W-A",3.121,4.397,4.071,4.322,4.14,4.601
"YDL026W",5.03,4.464,5.663,4.519,4.865,4.439
"YDL027C",7.442,7.605,7.354,6.731,7.353,7.402
"YDL028C",5.535,5.887,6.239,6.518,6.501,6.688
"YDL029W",7.143,7.06,7.811,6.029,6.459,6.343
"YDL030W",6.188,5.759,6.15,5.745,5.84,5.949
"YDL031W",7.195,7.881,6.994,6.809,7.011,7.226
"YDL032W",1.835,1.588,0,2.429,2.887,2.287
"YDL033C",3.959,4.174,5.124,4.213,4.865,4.676
"YDL034W",2.617,3.174,3.863,3.288,3.786,3.8
"YDL035C",7.053,7.318,6.616,7.911,8.109,7.976
"YDL036C",5.561,6.113,6.103,4.771,5.044,4.256
"YDL037C",5.207,4.252,6.195,1.3,2.274,1.842
"YDL039C",7.269,7.081,7.505,2.775,3.646,3.504
"YDL040C",6.833,6.935,7.14,6.67,7.053,6.826
"YDL041W",2.4,2.003,2.464,2.775,1.831,2.626
"YDL042C",4.246,4.252,5.215,4.519,5.203,4.601
"YDL043C",4.036,3.705,3.62,3.055,4.336,3.8
"YDL044C",5.424,5.759,4.56,4.424,4.865,5.531
"YDL045C",5.638,5.759,6.15,5.664,6.022,5.887
"YDL045W-A",5.866,6.691,4.924,4.608,4.336,5.217
"YDL046W",5.734,5.174,6.548,6.935,6.937,6.536
"YDL047W",5.823,5.959,5.844,6.211,6.05,6.092
"YDL048C",7.81,8.597,8.399,9.226,9.113,9.101
"YDL049C",4.036,4.004,3.863,4.986,5.633,6.119
"YDL050C",4.539,5.252,5.124,4.608,5.252,4.601
"YDL051W",5.395,5.134,5.663,5.286,5.299,5.571
"YDL052C",5.424,6.092,5.954,5.39,5.595,5.571
"YDL053C",5.335,6.544,5.38,5.339,5.556,5.648
"YDL054C",5.71,5.911,6.773,6.846,6.501,6.388
"YDL055C",8.776,9.035,9.265,7.642,7.295,7.402
"YDL056W",5.802,6.397,5.3,6.691,6.795,7.04
"YDL057W",4.036,4.092,4.071,5.114,4.733,4.815
"YDL058W",7.59,9.065,6.681,7.567,7.451,7.726
"YDL059C",5.424,6.233,5.38,4.692,4.662,4.676
"YDL060W",6.118,5.982,6.548,6.585,6.105,6.065
"YDL061C",8.168,7.982,8.554,7.567,7.729,7.413
"YDL062W",2.617,0,3.327,3.055,1.831,1.197
"YDL063C",5.686,4.705,6.323,5.39,5.434,5.217
"YDL064W",4.539,5.092,4.56,3.823,4.031,3.928
"YDL065C",6.238,7.308,5.663,6.65,6.844,7.334
"YDL066W",8.511,8.435,9.132,8.617,8.463,8.227
"YDL067C",9.488,9.797,9.817,8.563,8.602,8.673
"YDL068W",3.494,4.092,4.414,2.775,3.49,4.154
