"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","neg_log10_padj","status","status_strict","gene_name","description"
"YGR087C",459.39711109665,-4.93041115124751,0.269708091008549,5.6537861566872e-76,3.44598266250085e-72,71.4626869119139,"Down in thin","Down in thin","PDC6","Minor isoform of pyruvate decarboxylase; decarboxylates pyruvate to acetaldehyde, involved in amino acid catabolism; transcription is glucose- and ethanol-dependent, and is strongly induced during sulfur limitation"
"YCR105W",562.003375428933,7.28991155578506,0.405207431778977,3.03526831630997e-73,9.24998019395462e-70,69.0338591971707,"Up in thin","Up in thin","ADH7","NADPH-dependent medium chain alcohol dehydrogenase; has broad substrate specificity; member of the cinnamyl family of alcohol dehydrogenases; may be involved in fusel alcohol synthesis or in aldehyde tolerance"
"YGR088W",664.141593276478,-4.81550140161393,0.276314555161223,2.47320242678369e-69,5.02472293041553e-66,65.2988878807949,"Down in thin","Down in thin","CTT1","Cytosolic catalase T; has a role in protection from oxidative damage by hydrogen peroxide"
"YHR094C",486.763393214133,-4.30912855850497,0.2564516397691,1.04405433443639e-64,1.59087779209745e-61,60.7983631806653,"Down in thin","Down in thin","HXT1","Low-affinity glucose transporter of the major facilitator superfamily; expression is induced by Hxk2p in the presence of glucose and repressed by Rgt1p when glucose is limiting; HXT1 has a paralog, HXT6, what arose from the whole genome duplication"
"YKR097W",251.43965425522,5.23076224922717,0.335364675762465,1.23605771432179e-55,1.50675435375826e-52,51.8219575449668,"Up in thin","Up in thin","PCK1","Phosphoenolpyruvate carboxykinase; key enzyme in gluconeogenesis, catalyzes early reaction in carbohydrate biosynthesis, glucose represses transcription and accelerates mRNA degradation, regulated by Mcm1p and Cat8p, located in the cytosol"
"YPL095C",375.361534043276,-3.67470199862577,0.257048961856054,1.44746172326067e-47,1.4703798672123e-44,43.8325704523797,"Down in thin","Down in thin","EEB1","Acyl-coenzymeA:ethanol O-acyltransferase; responsible for the major part of medium-chain fatty acid ethyl ester biosynthesis during fermentation; possesses short-chain esterase activity; may be involved in lipid metabolism and detoxification; EEB1 has a paralog, EHT1, that arose from the whole genome duplication"
"YLR377C",299.906336209961,4.591651827738,0.325716429358498,2.86320974797361e-46,2.49303763055702e-43,42.6032711660931,"Up in thin","Up in thin","FBP1","Fructose-1,6-bisphosphatase; key regulatory enzyme in the gluconeogenesis pathway, required for glucose metabolism; undergoes either proteasome-mediated or autophagy-mediated degradation depending on growth conditions; glucose starvation results in redistribution to the periplasm; interacts with Vid30p"
"YPR036W-A",899.714197049792,3.93965554354186,0.304626166710882,1.75781526417194e-39,1.339235504391e-36,35.8731430456436,"Up in thin","Up in thin","SPO24","Small (67 amino acids) protein involved in sporulation; localizes to the prospore membrane; phosphorylated during meiosis; a longer, 5'-extended mRNA is also transcribed beginning in mid-meiosis, regulated by two MSEs (middle sporulation elements), and includes an uORF of 15 codons in its 5'-UTR; evidence transcription is regulated by Pdr1p"
"YOR273C",398.967474246298,-3.09894306263995,0.243124651739763,1.56882061392654e-38,1.06244018243137e-35,34.9736955122624,"Down in thin","Down in thin","TPO4","Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; recognizes spermine, putrescine, and spermidine; localizes to the plasma membrane"
"YNR034W-A",1713.46872503068,4.80494814400923,0.383715418910567,3.2558666688098e-37,1.98445073463958e-34,33.7023596782835,"Up in thin","Up in thin","EGO4","Protein of unknown function; expressed during diauxic shift and stationary phase, and negatively regulated by glucose; expression is regulated by Msn2p/Msn4p; overexpression slows down progression through meiosis and improves fermentative efficiency; YNR034W-A has a paralog, YCR075W-A, that arose from the whole genome duplication"
"YBR072W",1166.77207910643,3.86093064748054,0.31656805409773,2.06118679148059e-35,1.14208486309766e-32,31.9423016244564,"Up in thin","Up in thin","HSP26","Small heat shock protein (sHSP) with chaperone activity; forms hollow, sphere-shaped oligomers that suppress unfolded proteins aggregation; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic foci; oligomer activation requires heat-induced conformational change; also has mRNA binding activity"
"YNL036W",276.605303911409,3.44299233545453,0.283021492500953,3.89114092096347e-35,1.97637532610603e-32,31.7041305766622,"Up in thin","Up in thin","NCE103","Carbonic anhydrase; metalloenzyme that catalyzes CO2 hydration to bicarbonate, which is an important metabolic substrate, and protons; not expressed under conditions of high CO2, such as inside a growing colony, but transcription is induced in response to low CO2 levels, such as on the colony surface in ambient air; poorly transcribed under aerobic conditions and at an undetectable level under anaerobic conditions; abundance increases in response to DNA replication stress"
"YDL243C",194.147026316332,4.02432145218499,0.334181976588749,1.31095809584814e-34,6.14637661091878e-32,31.211380832457,"Up in thin","Up in thin","AAD4","Putative aryl-alcohol dehydrogenase; involved in oxidative stress response; similar to P. chrysosporium aryl-alcohol dehydrogenase; expression induced in cells treated with the mycotoxin patulin; members of the AAD gene family comprise three pairs (AAD3 + AAD15, AAD6/AAD16 + AAD4, AAD10 + AAD14) whose two genes are more related to one another than to other members of the family"
"YGR201C",144.784793646003,-3.79113890710121,0.31861998378337,6.83570241409382e-34,2.97597187242156e-31,30.5263711778674,"Down in thin","Down in thin",NA,"Protein of unknown function"
"YNL141W",180.827497402592,-3.38130462723049,0.28726568384972,3.56315641991364e-33,1.44782922529157e-30,29.8392826611274,"Down in thin","Down in thin","AAH1","Adenine deaminase (adenine aminohydrolase); converts adenine to hypoxanthine; involved in purine salvage; transcriptionally regulated by nutrient levels and growth phase; Aah1p degraded upon entry into quiescence via SCF and the proteasome"
"YJL052W",7723.68346575748,-2.7367385332792,0.246198892168565,6.80138091436864e-30,2.59090104206731e-27,26.5865491743182,"Down in thin","Down in thin","TDH1","Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 1; involved in glycolysis and gluconeogenesis; tetramer that catalyzes the reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphoglycerate; detected in the cytoplasm and cell wall; protein abundance increases in response to DNA replication stress; GAPDH-derived antimicrobial peptides secreted by S. cerevisiae are active against a wide variety of wine-related yeasts and bacteria"
"YIL155C",266.981233026421,3.58682036182102,0.328132109037705,5.89775517148034e-29,2.1145186923631e-26,25.6747884713332,"Up in thin","Up in thin","GUT2","Mitochondrial glycerol-3-phosphate dehydrogenase; expression is repressed by both glucose and cAMP and derepressed by non-fermentable carbon sources in a Snf1p, Rsf1p, Hap2/3/4/5 complex dependent manner"
"YIR019C",1355.667211734,3.13980900120565,0.29070580560899,2.24646106493915e-28,7.60676677266896e-26,25.1187998992301,"Up in thin","Up in thin","FLO11","GPI-anchored cell surface glycoprotein (flocculin); required for pseudohyphal and invasive growth, flocculation, and biofilm formation; major determinant of colony morphology; QTL that controls chronological life span; carries intragenic tandem repeats that are expanded in different strains; required for formation of fibrous interconnections between cells; role in co-flocculation with other yeast species; cleaved and shed from cells, contributing to their surface properties"
"YGL117W",145.225666500801,4.32753588668632,0.400952156783975,2.57698544759058e-28,8.26669805424453e-26,25.0826679249306,"Up in thin","Up in thin","ARO5","Protein involved in aromatic amino acid biosynthesis; up-regulated following GCN4 induction, amino acid starvation, rapamycin treatment in GCN4-dependent manner; promoter contains Gcn4 control response element, which is bound by Gcn4p in vivo"
"YNR071C",109.416597789838,5.67399738640401,0.525279790094211,6.30122362408628e-28,1.92029789944029e-25,24.7166313931468,"Up in thin","Up in thin",NA,"Putative aldose 1-epimerase"
"YMR319C",136.547168589162,-3.19905987186686,0.308269856500332,1.50621524918046e-26,4.37161044940709e-24,23.3593585446204,"Down in thin","Down in thin","FET4","Low-affinity Fe(II) transporter of the plasma membrane"
"YDR345C",1258.35030532113,-2.33998668547055,0.225882710139356,2.64121452383761e-26,7.31736478308648e-24,23.135645294108,"Down in thin","Down in thin","HXT3","Low affinity glucose transporter of the major facilitator superfamily; expression is induced in low or high glucose conditions; HXT3 has a paralog, HXT5, that arose from the whole genome duplication"
"YOL128C",188.554058827942,-2.98350507145145,0.290425439702852,3.62452785998349e-26,9.60499882895625e-24,23.0175026837516,"Down in thin","Down in thin","YGK3","Protein kinase related to mammalian GSK-3 glycogen synthase kinases; GSK-3 homologs (Mck1p, Rim11p, Mrk1p, Ygk3p) are involved in control of Msn2p-dependent transcription of stress responsive genes and in protein degradation; YGK3 has a paralog, MCK1, that arose from the whole genome duplication"
"YDR406W",438.77320564039,-2.65193285496791,0.259968672402059,1.05266882151378e-25,2.67334019463603e-23,22.5729457717888,"Down in thin","Down in thin","PDR15","Plasma membrane ATP binding cassette (ABC) transporter; multidrug transporter and general stress response factor implicated in cellular detoxification; regulated by Pdr1p, Pdr3p and Pdr8p; promoter contains a PDR responsive element; PDR15 has a paralog, PDR5, that arose from the whole genome duplication"
"YJL212C",247.474036281249,-2.88554480514502,0.289760782290688,8.96499066899611e-25,2.18566472510125e-22,21.6604164568446,"Down in thin","Down in thin","OPT1","Proton-coupled oligopeptide transporter of the plasma membrane; also transports glutathione and phytochelatin; member of the OPT family"
"YCL025C",604.447537564512,3.36174810956523,0.336401563746439,9.62325771352675e-25,2.25591368322867e-22,21.6466775215392,"Up in thin","Up in thin","AGP1","Broad-specificity, low-affinity amino acid permease; minor serine permease with major contributions from paralog Gnp1p; involved in uptake of asparagine, glutamine, and other amino acids; expression induced by amino acids and regulated by SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p)"
"YBL049W",273.642757743601,-2.60688254076153,0.263428516664582,2.14929851851179e-24,4.85184239641828e-22,21.3140933148701,"Down in thin","Down in thin","MOH1","Protein of unknown function, essential for stationary phase survival; not required for growth on nonfermentable carbon sources; possibly linked with vacuolar transport"
"YDL210W",102.709490216651,-3.26624803624218,0.335984538769899,8.18035996270603e-24,1.73036273372888e-21,20.7618628467302,"Down in thin","Down in thin","UGA4","GABA (gamma-aminobutyrate) permease; serves as a GABA transport protein involved in the utilization of GABA as a nitrogen source; catalyzes the transport of putrescine and delta-aminolevulinic acid (ALA); localized to the vacuolar membrane"
"YDR536W",164.13670871592,2.9933677092725,0.306086741947866,8.51696177389111e-24,1.73036273372888e-21,20.7618628467302,"Up in thin","Up in thin","STL1","Glycerol proton symporter of the plasma membrane; subject to glucose-induced inactivation, strongly but transiently induced when cells are subjected to osmotic shock"
"YJL034W",962.808774483775,2.26016629960792,0.230389071887249,8.26296632516526e-24,1.73036273372888e-21,20.7618628467302,"Up in thin","Up in thin","KAR2","ATPase involved in protein import into the ER; also acts as a chaperone to mediate protein folding in the ER and may play a role in ER export of soluble proteins; regulates the unfolded protein response via interaction with Ire1p"
"YKL071W",350.900113273891,3.08079832928008,0.315218533502556,8.97099220973235e-24,1.76381282317157e-21,20.7535475043385,"Up in thin","Up in thin","OSI1","NADH-dependent short-chain aldehyde reductase; involved in detoxification of furfural; expression is upregulated in cells treated with the aldehydes furfural and glycolaldehyde, the mycotoxin patulin, and also the quinone methide triterpene celastrol; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm"
"YMR145C",189.008098421723,2.56865850943351,0.264344494270066,1.84423219758114e-23,3.51268601383032e-21,20.4543606684702,"Up in thin","Up in thin","NDE1","Mitochondrial external NADH dehydrogenase; type II NAD(P)H:quinone oxidoreductase that catalyzes the oxidation of cytosolic NADH; Nde1p and Nde2p provide cytosolic NADH to the mitochondrial respiratory chain; NDE1 has a paralog, NDE2, that arose from the whole genome duplication"
"YDL039C",65.4646796131009,4.10249654629438,0.421055085143569,3.09866233209036e-23,5.72313542851235e-21,20.2423659771111,"Up in thin","Up in thin","PRM7","Pheromone-regulated protein; predicted to have one transmembrane segment; promoter contains Gcn4p binding elements; in W303 strain one continuous open reading frame comprising of YDL037C, the intergenic region and YDL039C encodes the IMI1"
"YIL045W",160.116357328359,-3.07295075556886,0.322976324943286,1.82786054267127e-22,3.27670882575923e-20,19.484562149092,"Down in thin","Down in thin","PIG2","Putative type-1 protein phosphatase targeting subunit; tethers Glc7p type-1 protein phosphatase to Gsy2p glycogen synthase; PIG2 has a paralog, GIP2, that arose from the whole genome duplication"
"YGR142W",523.487252916085,4.02412749919121,0.428075454292287,3.19822690582737e-22,5.56948371171938e-20,19.2541850618359,"Up in thin","Up in thin","BTN2","Compartment-specific sequestrase chaperone; small hsp that sequesters proteins at intranuclear quality control sites (INQs); sumoylated form promotes protein clearance from INQs during recovery from genotoxic stress; v-SNARE binding protein that mediates late endosome-Golgi protein sorting; modulates arginine uptake and pH homeostasis between the vacuole and plasma membrane H(+)-ATPase; role in prion curing; expression after severe ethanol stress is involved in clearance of denatured proteins"
"YPR002W",65.2643111382334,4.0813055824706,0.433576065702619,6.24736138530634e-22,1.05771299009561e-19,18.9756321619111,"Up in thin","Up in thin","PDH1","Putative 2-methylcitrate dehydratase; mitochondrial protein that participates in respiration; induced by diauxic shift; homologous to E. coli PrpD, may take part in the conversion of 2-methylcitrate to 2-methylisocitrate"
"YJL116C",974.162536520768,-2.81930657519986,0.309886435697494,5.15506155035047e-21,8.49191895929355e-19,18.0709941590773,"Down in thin","Down in thin","NCA3","Protein involved in mitochondrion organization; functions with Nca2p to regulate mitochondrial expression of subunits 6 (Atp6p) and 8 (Atp8p) of the Fo-F1 ATP synthase; SWAT-GFP, seamless-GFP and mCherry fusion proteins localize to the vacuole; member of the SUN family; expression induced in cells treated with the mycotoxin patulin; NCA3 has a paralog, UTH1, that arose from the whole genome duplication"
"YAL060W",195.48373997199,-2.54399606691907,0.279907359511618,7.4242280739171e-21,1.1908071081717e-18,17.9241585816248,"Down in thin","Down in thin","BDH1","NAD-dependent (R,R)-butanediol dehydrogenase; catalyzes oxidation of (R,R)-2,3-butanediol to (3R)-acetoin, oxidation of meso-butanediol to (3S)-acetoin, and reduction of acetoin; enhances use of 2,3-butanediol as an aerobic carbon source"
"YKR034W",291.359907065794,-2.25850012138379,0.24964097003951,1.33545125883428e-20,2.08707062117819e-18,17.6804628552618,"Down in thin","Down in thin","DAL80","Negative regulator of genes in multiple nitrogen degradation pathways; expression is regulated by nitrogen levels and by Gln3p; member of the GATA-binding family, forms homodimers and heterodimers with Gzf3p; DAL80 has a paralog, GZF3, that arose from the whole genome duplication"
"YGL055W",2148.50083033627,-2.00943611416828,0.222789001674146,1.56053595761156e-20,2.37786666541062e-18,17.6238125013153,"Down in thin","Down in thin","OLE1","Delta(9) fatty acid desaturase; required for monounsaturated fatty acid synthesis and for normal distribution of mitochondria"
"YPL262W",322.139143530593,2.39977580088444,0.268453028061837,2.86434817120892e-20,4.25809807402886e-18,17.3707843399576,"Up in thin","Up in thin","FUM1","Fumarase; converts fumaric acid to L-malic acid in the TCA cycle; cytosolic and mitochondrial distribution determined by the N-terminal targeting sequence, protein conformation, and status of glyoxylate shunt; phosphorylated in mitochondria"
"YMR305C",206.593602597344,3.70632488309362,0.425818832711405,1.77068289016512e-19,2.56959814656106e-17,16.5901347896558,"Up in thin","Up in thin","SCW10","Cell wall protein with similarity to glucanases; may play a role in conjugation during mating based on mutant phenotype and its regulation by Ste12p; SWC10 has a paralog, SCW4, that arose from the whole genome duplication"
"YKR033C",114.192248316968,-2.55749785742639,0.295781315139836,4.76270031940383e-19,6.75085080157357e-17,16.1706414901106,"Down in thin","Down in thin",NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene DAL80"
"YLR327C",212.892717197883,4.00549332467187,0.471622029474873,1.29277068420052e-18,1.79078120913686e-16,15.7469574713642,"Up in thin","Up in thin","TMA10","Protein of unknown function that associates with ribosomes; protein abundance increases in response to DNA replication stress; TMA10 has a paralog, STF2, that arose from the whole genome duplication"
"YML128C",308.051317304747,-1.99413114127308,0.234800607263727,1.90661904873421e-18,2.58240957823e-16,15.5879748761445,"Down in thin","Down in thin","MSC1","Nuclear envelope protein involved in DSB repair during late mitosis; forms nuclear envelope patches associated with Rad52p-containing DNA repair foci, and accelerates homologous recombination downstream of DNA end resection; mutant is defective in directing meiotic recombination events to homologous chromatids; upregulated after DNA damage in late mitosis; null mutant is hypersensitive to DSBs; non-tagged protein is detected in highly purified mitochondria and is phosphorylated"
"YKL165C",101.357454179573,2.84627576132437,0.336820104517891,1.9864443022274e-18,2.6320387004513e-16,15.5797077293176,"Up in thin","Up in thin","MCD4","Protein involved in GPI anchor synthesis; multimembrane-spanning protein that localizes to the endoplasmic reticulum; highly conserved among eukaryotes; GPI stands for glycosylphosphatidylinositol"
"YKR009C",87.380525798356,-2.67986041793186,0.316261312645237,2.30596871580008e-18,2.99039985591522e-16,15.5242707368906,"Down in thin","Down in thin","FOX2","3-hydroxyacyl-CoA dehydrogenase and enoyl-CoA hydratase; multifunctional enzyme of the peroxisomal fatty acid beta-oxidation pathway; mutation is functionally complemented by human HSD17B4"
"SCR1",2649.73948252183,2.96509862798885,0.351818993649531,2.40333080683057e-18,3.05172943075673e-16,15.5154539739735,"Up in thin","Up in thin",NA,NA
"YLR004C",78.0341369429868,-2.97053327431573,0.356441430530485,3.57902281928435e-18,4.45186613949758e-16,15.3514579026822,"Down in thin","Down in thin","THI73","Putative plasma membrane permease; proposed to be involved in carboxylic acid uptake and repressed by thiamine; substrate of Dbf2p/Mob1p kinase; transcription is altered if mitochondrial dysfunction occurs"
"YHR092C",90.2523443549886,-2.536641529853,0.302656163733938,3.70804820314287e-18,4.52011075963116e-16,15.344850923218,"Down in thin","Down in thin","HXT4","High-affinity glucose transporter; member of the major facilitator superfamily, expression is induced by low levels of glucose and repressed by high levels of glucose; HXT4 has a paralog, HXT7, that arose from the whole genome duplication"
"YBL048W",144.00013960643,-2.71316897032839,0.326348571169575,4.91542679207805e-18,5.87441692112073e-16,15.2310352338233,"Down in thin","Down in thin","RRT1","Putative protein of unknown function; conserved across S. cerevisiae strains; identified in a screen for mutants with increased levels of rDNA transcription"
"YDR089W",99.6049562789156,-2.46862904555194,0.296251190149882,6.28869844361901e-18,7.37108019497267e-16,15.1324688637908,"Down in thin","Down in thin","VTC5","Novel subunit of the vacuolar transporter chaperone complex; vacuolar transmembrane protein that regulates biosynthesis of polyphosphate; deletion reduces and overexpression increases polyP accumulation; SPX domain (Syg1, Pho81, Xpr1)-containing protein involved in phosphate homeostasis; relocalizes from vacuole to cytoplasm upon DNA replication stress"
"YCR012W",5137.518786352,-2.06578904106061,0.250029834330156,1.08513951485965e-17,1.22480098945732e-15,14.9119344714642,"Down in thin","Down in thin","PGK1","3-phosphoglycerate kinase; catalyzes transfer of high-energy phosphoryl groups from the acyl phosphate of 1,3-bisphosphoglycerate to ADP to produce ATP; key enzyme in glycolysis and gluconeogenesis"
"YOR348C",643.190568148782,-2.25965067598779,0.273810007188935,1.06754064953141e-17,1.22480098945732e-15,14.9119344714642,"Down in thin","Down in thin","PUT4","Proline permease; required for high-affinity transport of proline; also transports the toxic proline analog azetidine-2-carboxylate (AzC); PUT4 transcription is repressed in ammonia-grown cells"
"YLR044C",875.318562804405,-2.07406814437072,0.252770680519274,1.88375019195556e-17,2.08753771272166e-15,14.6803656699622,"Down in thin","Down in thin","PDC1","Major of three pyruvate decarboxylase isozymes; key enzyme in alcoholic fermentation; decarboxylates pyruvate to acetaldehyde; involved in amino acid catabolism; subject to glucose-, ethanol-, and autoregulation; activated by phosphorylation in response to glucose levels; N-terminally propionylated in vivo; protein tyrosine nitration on Tyr157 or Tyr344 inhibits activity and impairs fermentation"
"YOR047C",74.0667895766882,-2.65525723576476,0.323549414156427,2.01135141766871e-17,2.18914051619478e-15,14.6597263611139,"Down in thin","Down in thin","STD1","Protein involved in control of glucose-regulated gene expression; interacts with kinase Snf1p, glucose sensors Snf3p and Rgt2p, TATA-binding Spt15p; regulator of transcription factor Rgt1p; interactions with Pma1p appear to propagate [GAR+]; STD1 has a paralog, MTH1, that arose from the whole genome duplication"
"YPL171C",371.805882330824,2.4175102418778,0.295910026190725,2.21922695737209e-17,2.37301549213735e-15,14.6246994264991,"Up in thin","Up in thin","OYE3","Conserved NADPH oxidoreductase containing flavin mononucleotide (FMN); homologous to Oye2p with different ligand binding and catalytic properties; has potential roles in oxidative stress response and programmed cell death"
"YDR070C",337.584011238697,-2.69993443253951,0.330088479122732,2.36741259127985e-17,2.48782409376736e-15,14.6041803304953,"Down in thin","Down in thin","FMP16","Protein of unknown function; may be involved in responding to conditions of stress; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress"
"YMR122W-A",188.93605111953,2.6769534940582,0.328865212665933,2.47890550566878e-17,2.56083543339851e-15,14.5916183296391,"Up in thin","Up in thin","NCW1","Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and endoplasmic reticulum"
"YCR013C",2849.05261773911,-2.05106139631259,0.253294960934586,4.59047733708535e-17,4.66315989492254e-15,14.3313196927823,"Down in thin","Down in thin",NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; transcription of both YCR013C and the overlapping essential gene PGK1 is reduced in a gcr1 null mutant"
"YMR118C",90.045828581673,-2.49034044851679,0.308348496903108,4.83792677630113e-17,4.83396126255007e-15,14.3156968341783,"Down in thin","Down in thin","SHH3","Putative mitochondrial inner membrane protein of unknown function; although similar to paralogous Sdh3p, Shh3p is not a stoichiometric subunit of either succinate dehydrogenase or of the TIM22 translocase; SHH3 has a paralog, SDH3, that arose from the whole genome duplication"
"YOR092W",206.981444747906,-2.17914932198973,0.274419825695682,1.45633267443796e-16,1.43166897591925e-14,13.8441573860438,"Down in thin","Down in thin","ECM3","Non-essential protein of unknown function; involved in signal transduction and the genotoxic response; induced rapidly in response to treatment with 8-methoxypsoralen and UVA irradiation; relocalizes from ER to cytoplasm upon DNA replication stress; ECM3 has a paralog, YNL095C, that arose from the whole genome duplication"
"YHL028W",129.749493453237,-2.64377074801054,0.333392800437431,1.6814888572145e-16,1.62677374360673e-14,13.7886728457946,"Down in thin","Down in thin","WSC4","Endoplasmic reticulum (ER) membrane protein; involved in the translocation of soluble secretory proteins and insertion of membrane proteins into the ER membrane; may also have a role in the stress response but has only partial functional overlap with WSC1-3"
"YGR248W",78.818474730944,-2.46959168610203,0.312768952262875,2.28335309310097e-16,2.17453704725788e-14,13.6626331889264,"Down in thin","Down in thin","SOL4","6-phosphogluconolactonase; protein abundance increases in response to DNA replication stress; SOL4 has a paralog, SOL3, that arose from the whole genome duplication"
"YEL071W",243.72415899909,2.0924719193421,0.265761642468478,2.84257639343544e-16,2.66546201815216e-14,13.5742275016307,"Up in thin","Up in thin","DLD3","2-hydroxyglutarate transhydrogenase, and minor D-lactate dehydrogenase; converts D-2-hydroxyglutarate (D-2HG), an oncometabolite, to alpha-ketoglutarate in the presence of FAD, with concomitant reduction of pyruvate to D-lactate; minor lactate dehydrogenase activity; component of the retrograde regulon that consists of genes whose expression are stimulated by damage to mitochondria and reduced in cells grown with glutamate as the sole nitrogen source; located in the cytoplasm"
"YLR174W",161.374460323396,2.72508020551619,0.349132987685432,3.76339072337692e-16,3.47543431196702e-14,13.4589909155329,"Up in thin","Up in thin","IDP2","Cytosolic NADP-specific isocitrate dehydrogenase; catalyzes oxidation of isocitrate to alpha-ketoglutarate; levels are elevated during growth on non-fermentable carbon sources and reduced during growth on glucose; IDP2 has a paralog, IDP3, that arose from the whole genome duplication; mutation in human homolog IDH1 is associated with low-grade gliomas and secondary glioblastomas"
"YJR095W",50.8840848800698,3.61082548130751,0.465303142392484,8.19673138351515e-16,7.45657877351117e-14,13.1274603897653,"Up in thin","Up in thin","SFC1","Mitochondrial succinate-fumarate transporter; transports succinate into and fumarate out of the mitochondrion; required for ethanol and acetate utilization"
"YOR386W",38.8769411244933,-4.56588685891547,0.585966130339513,1.20638360283573e-15,1.08131000871821e-13,12.966049777116,"Down in thin","Down in thin","PHR1","DNA photolyase involved in photoreactivation; repairs pyrimidine dimers in the presence of visible light; induced by DNA damage; regulated by transcriptional repressor Rph1p"
"YIL053W",92.1557852103664,-2.63192309578564,0.341714032375679,1.33979865774202e-15,1.18348881433878e-13,12.9268358424192,"Down in thin","Down in thin","GPP1","Constitutively expressed DL-glycerol-3-phosphate phosphatase; also known as glycerol-1-phosphatase; involved in glycerol biosynthesis, induced in response to both anaerobic and osmotic stress; GPP1 has a paralog, GPP2, that arose from the whole genome duplication"
"YEL069C",81.9449771236728,10.8021509426916,2.93556354448834,1.41719433631635e-15,1.23397135426402e-13,12.9086949220122,"Up in thin","Up in thin","HXT13","Putative transmembrane polyol transporter; supports growth on and uptake of mannitol and sorbitol with moderate affinity when overexpressed in a strain deleted for hexose family members; minor hexose transport activity when overexpressed in a similar strain; induced by non-fermentable carbon sources; induced in low glucose, repressed in high glucose; HXT13 has a paralog, HXT17, that arose from a segmental duplication"
"YLR257W",472.593364329659,-1.72908390169299,0.22556456187244,1.76931959917715e-15,1.51887365591334e-13,12.8184783504438,"Down in thin","Down in thin",NA,"Protein of unknown function; protein abundance increases in response to DNA replication stress"
"YDL223C",529.798376783455,-1.90674257204386,0.250982120269481,2.98032851150694e-15,2.52293087189372e-13,12.5980946489538,"Down in thin","Down in thin","HBT1","Shmoo tip protein, substrate of Hub1p ubiquitin-like protein; mutants are defective for mating projection formation, thereby implicating Hbt1p in polarized cell morphogenesis; HBT1 has a paralog, YNL195C, that arose from the whole genome duplication"
"YNR072W",40.8397821056707,4.95100271336698,0.645851041037692,4.29107922463696e-15,3.58275724303593e-13,12.4457826173381,"Up in thin","Up in thin","HXT17","Putative transmembrane polyol transporter; supports growth on and uptake of mannitol and sorbitol with moderate affinity when overexpressed in a strain deleted for hexose family members; minor hexose transport activity when overexpressed in a similar strain; induced by raffinose and galactose at pH 7.7 versus pH 4.7, repressed by high levels of glucose; HXT17 has a paralog, HXT13, that arose from a segmental duplication"
"YPL106C",504.534991090152,1.83955067219772,0.243858685582231,4.47537866029991e-15,3.68613958574702e-13,12.4334282230584,"Up in thin","Up in thin","SSE1","ATPase component of heat shock protein Hsp90 chaperone complex; serves as nucleotide exchange factor to load ATP onto the SSA class of cytosolic Hsp70s; plays a role in prion propagation and determining prion variants; binds unfolded proteins; member of Hsp110 subclass of HSP70 proteins; deletion results in spindle elongation in S phase; SSE1 has a paralog, SSE2, that arose from the whole genome duplication"
"YLR303W",446.182217556033,2.24335924500498,0.298826921326572,4.58437090694564e-15,3.72556542371116e-13,12.428807805664,"Up in thin","Up in thin","MET17","O-acetyl homoserine-O-acetyl serine sulfhydrylase; involved in methionine and cysteine biosynthesis; long considered essential for inorganic sulfur assimilation, but inefficient homocysteine synthase Hsu1p enables met17 null cells to assimilate enough inorganic sulfur for survival and proliferation; growth failure of met17 null can be explained by toxic accumulation of H2S gas due to a metabolic bottleneck"
"YKR076W",193.200706360334,2.03369022084259,0.274106486736323,9.85017473717444e-15,7.89958092408924e-13,12.1023959475935,"Up in thin","Up in thin","ECM4","S-glutathionyl-(chloro)hydroquinone reductase (GS-HQR); glutathione transferase involved in cell-surface biosynthesis and architecture; catalyzes glutathione (GSH)-dependent reduction of GS-trichloro-p-hydroquinone to trichloro-p-hydroquinone; expression upregulated upon exposure to genotoxic agents, such as methyl methanesulfonate, cisplatin and bleomycin; not an essential gene; similar to YGR154C; green fluorescent protein (GFP)-fusion protein localizes to cytoplasm"
"YOR161C",93.402854092594,-2.45349987766697,0.334035797787775,1.09637675039883e-14,8.67846271906608e-13,12.0615571978367,"Down in thin","Down in thin","PNS1","Protein of unknown function; has similarity to Torpedo californica tCTL1p, which is postulated to be a choline transporter, neither null mutation nor overexpression affects choline transport"
"YOL086C",837.515010024008,-1.68619956951485,0.230565515141789,2.66766211243703e-14,2.08453853529534e-12,11.6809900719882,"Down in thin","Down in thin","ADH1","Alcohol dehydrogenase; fermentative isozyme active as homo- or heterotetramers; required for the reduction of acetaldehyde to ethanol, the last step in the glycolytic pathway; ADH1 has a paralog, ADH5, that arose from the whole genome duplication"
