"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006812","monoatomic cation transport","47/763","191/5539",0.246073298429319,1.78636959370904,4.42032582225715,3.20651810750637e-05,0.000656445512564499,0.000656445512564499,"YMR256C/YLL009C/YDR536W/YDL004W/YKL217W/YOR381W/YNR072W/YPR020W/YER145C/YBR235W/YHR096C/YGR191W/YDR345C/YDL138W/YMR058W/YPR124W/YOL152W/YGL071W/YPL271W/YKL016C/YGL008C/YDR135C/YDL067C/YIL111W/YOL077W-A/YJR121W/YLR214W/YBL030C/YDR322C-A/YOR382W/YPR191W/YOR383C/YHR094C/YNL052W/YML123C/YLR038C/YDR529C/YER053C/YOR384W/YLR295C/YEL069C/YLR395C/YML081C-A/YHR092C/YOL130W/YMR319C/YGR240C",47
"GO:0003333","amino acid transmembrane transport","18/763","48/5539",0.375,2.72231323722149,4.78975855643403,3.29592453893215e-05,0.000665505858956985,0.000665505858956985,"YDR508C/YNL065W/YBR043C/YOR222W/YGR191W/YMR088C/YCL025C/YGR055W/YGR125W/YHL036W/YBR069C/YDR046C/YNL101W/YOR348C/YPL265W/YBR068C/YNL270C/YER119C",18
"GO:0071554","cell wall organization or biogenesis","57/763","247/5539",0.230769230769231,1.675269684444,4.33932718794821,3.57243853783238e-05,0.000711591135779045,0.000711591135779045,"YNL006W/YGR225W/YKR061W/YDR144C/YJL116C/YCR089W/YBR043C/YLR300W/YKL096W/YMR215W/YMR176W/YBR067C/YKL165C/YJL159W/YER011W/YNL194C/YJL158C/YNL066W/YIL119C/YKL096W-A/YJR151C/YOL132W/YKR019C/YDL049C/YHL028W/YOR009W/YLR390W/YLR436C/YER075C/YER033C/YKL164C/YDL239C/YHR139C/YJR150C/YJR066W/YGR189C/YBR162C/YCR045C/YCR032W/YLR194C/YGR023W/YKR076W/YBL043W/YDR273W/YOR247W/YNR067C/YOR092W/YOR010C/YDL029W/YJL034W/YDR293C/YOL109W/YIL123W/YDR077W/YFR042W/YMR305C/YDL055C",57
"GO:0006865","amino acid transport","20/763","57/5539",0.350877192982456,2.54719367225403,4.69266096434471,3.75961373696002e-05,0.000738889419770542,0.000738889419770542,"YDR508C/YNL065W/YBR043C/YGR142W/YOR222W/YGR191W/YMR088C/YCL025C/YGR055W/YGR125W/YDL210W/YHL036W/YBR069C/YDR046C/YNL101W/YOR348C/YPL265W/YBR068C/YNL270C/YER119C",20
"GO:0006811","monoatomic ion transport","50/763","209/5539",0.239234449760766,1.73672295835502,4.33930651152205,4.02333820458195e-05,0.000765121741665436,0.000765121741665436,"YMR256C/YNR002C/YLL009C/YDR536W/YDL004W/YBR294W/YKL217W/YOR381W/YNR072W/YPR020W/YER145C/YBR235W/YHR096C/YGR191W/YDR345C/YDL138W/YMR058W/YPR124W/YOL152W/YGL071W/YPL271W/YKL016C/YGL008C/YDR135C/YDL067C/YMR203W/YIL111W/YOL077W-A/YJR121W/YLR214W/YBL030C/YDR322C-A/YOR382W/YPR191W/YOR383C/YHR094C/YNL052W/YML123C/YLR038C/YDR529C/YER053C/YOR384W/YLR295C/YEL069C/YLR395C/YML081C-A/YHR092C/YOL130W/YMR319C/YGR240C",50
"GO:0015711","organic anion transport","32/763","114/5539",0.280701754385965,2.03775493780322,4.47459722050952,4.03163969377587e-05,0.000765121741665436,0.000765121741665436,"YNR002C/YDR508C/YNL065W/YBR043C/YAR035W/YGR243W/YKL217W/YKR013W/YKL165C/YOR222W/YJL193W/YAL067C/YOR317W/YGR191W/YCL025C/YGR055W/YJR095W/YMR241W/YCR098C/YDL210W/YHL036W/YBR069C/YJL079C/YNL101W/YBL030C/YOR348C/YPL265W/YPL002C/YBR068C/YGR260W/YOR306C/YER119C",32
"GO:0046165","alcohol biosynthetic process","25/763","80/5539",0.3125,2.26859436435124,4.56791285186839,4.04881247285645e-05,0.000765121741665436,0.000765121741665436,"YAL060W/YGR175C/YGR087C/YER062C/YLR134W/YPR121W/YML087C/YMR070W/YGL001C/YOL059W/YDL022W/YGR144W/YLR044C/YDR380W/YPL201C/YML125C/YML075C/YIL053W/YOL086C/YBR240C/YAL061W/YGL012W/YOL055C/YMR015C/YDL168W",25
"GO:0016051","carbohydrate biosynthetic process","29/763","100/5539",0.29,2.10525557011796,4.45768902831125,4.79249110463575e-05,0.000894193909902923,0.000894193909902923,"YER062C/YMR215W/YDR050C/YDR511W/YJR009C/YIL045W/YOL059W/YDR074W/YDL022W/YOL132W/YDL049C/YPL227C/YPL201C/YLR377C/YIL053W/YKR097W/YCR012W/YPR184W/YFR015C/YKL152C/YJL034W/YKL060C/YOL126C/YHR174W/YGL062W/YKR058W/YFR042W/YJL052W/YBR196C",29
"GO:0006754","ATP biosynthetic process","10/763","19/5539",0.526315789473684,3.82079050838104,4.9224881671907,6.60785860090855e-05,0.00120246710836286,0.00120246710836286,"YJL116C/YDL004W/YPR020W/YPL271W/YKL016C/YOL077W-A/YJR121W/YDR322C-A/YLR295C/YML081C-A",10
"GO:0015986","proton motive force-driven ATP synthesis","10/763","19/5539",0.526315789473684,3.82079050838104,4.9224881671907,6.60785860090855e-05,0.00120246710836286,0.00120246710836286,"YJL116C/YDL004W/YPR020W/YPL271W/YKL016C/YOL077W-A/YJR121W/YDR322C-A/YLR295C/YML081C-A",10
"GO:1905039","carboxylic acid transmembrane transport","17/763","47/5539",0.361702127659574,2.62577730682357,4.47353982081392,9.25930700023932e-05,0.00166441689248204,0.00166441689248204,"YNR002C/YDR508C/YAR035W/YGR243W/YKL217W/YOR222W/YJL193W/YGR191W/YCL025C/YGR055W/YJR095W/YMR241W/YHL036W/YNL101W/YOR348C/YGR260W/YER119C",17
"GO:0046164","alcohol catabolic process","10/763","20/5539",0.5,3.62975098296199,4.70875411275169,0.000115958906760712,0.00205931841644927,0.00205931841644927,"YAL060W/YPL061W/YDR050C/YFL053W/YHL032C/YMR170C/YOL086C/YML070W/YIL155C/YOL055C",10
"GO:0031505","fungal-type cell wall organization","39/763","158/5539",0.246835443037975,1.7919023839939,4.03622421390591,0.000139980618001071,0.00245632655873308,0.00245632655873308,"YNL006W/YGR225W/YDR144C/YJL116C/YBR043C/YLR300W/YKL096W/YMR215W/YBR067C/YJL159W/YER011W/YNL194C/YJL158C/YNL066W/YKL096W-A/YJR151C/YOL132W/YKR019C/YDL049C/YOR009W/YER033C/YKL164C/YDL239C/YHR139C/YJR150C/YJR066W/YGR189C/YCR045C/YCR032W/YLR194C/YGR023W/YDR273W/YOR247W/YOR010C/YDL029W/YDR293C/YOL109W/YIL123W/YDR077W",39
"GO:0006081","aldehyde metabolic process","15/763","40/5539",0.375,2.72231323722149,4.36924965798268,0.00014931003236731,0.00258921162011076,0.00258921162011076,"YLR174W/YDR050C/YDL243C/YNL117W/YJL200C/YJR155W/YGR043C/YOR095C/YER065C/YLR304C/YOL126C/YBR117C/YCR107W/YDL168W/YCL018W",15
"GO:0006550","L-isoleucine catabolic process","8/763","14/5539",0.571428571428571,4.14828683767085,4.71388253285814,0.000174140139168233,0.00298468098992995,0.00298468098992995,"YGR087C/YLR134W/YJR148W/YHR208W/YLR044C/YDR380W/YOL086C/YDL168W",8
"GO:0002181","cytoplasmic translation","41/763","171/5539",0.239766081871345,1.74058234270692,3.93162185395462,0.000188322901288389,0.00319066616665615,0.00319066616665615,"YEL054C/YJR094W-A/YER056C-A/YOL120C/YDR447C/YDL081C/YML091C/YDL075W/YOR096W/YML024W/YGL147C/YPL079W/YGR148C/YPL119C/YDL184C/YMR194W/YLR075W/YJL190C/YNL069C/YLR448W/YDL130W/YML063W/YNL178W/YER117W/YER131W/YHR010W/YIL148W/YPR041W/YKR094C/YOL039W/YLR325C/YLR212C/YBR191W/YGR085C/YER074W/YNL096C/YLR264W/YNL067W/YFR032C-A/YOR293W/YDR500C",41
"GO:0170033","L-amino acid metabolic process","39/763","161/5539",0.242236024844721,1.75851289857786,3.90366099345436,0.000214153321574846,0.00358706813637868,0.00358706813637868,"YMR009W/YOL058W/YGR124W/YDR354W/YLR174W/YER055C/YGR087C/YOR375C/YLR134W/YPR167C/YJR148W/YGR208W/YNL037C/YHR208W/YLR044C/YPL111W/YDR380W/YIL074C/YJL200C/YLR303W/YGR019W/YNL277W/YLL062C/YKL001C/YER052C/YMR250W/YPL273W/YAL012W/YOL086C/YFR055W/YLR058C/YPR035W/YIR017C/YLR231C/YGL062W/YOR136W/YDL168W/YCL064C/YCL018W",39
"GO:1902652","secondary alcohol metabolic process","17/763","51/5539",0.333333333333333,2.41983398864133,4.07119768230516,0.000291186934401553,0.00482257911581897,0.00482257911581897,"YAL060W/YGR175C/YLR174W/YGR087C/YNR019W/YLR134W/YML087C/YMR070W/YGL001C/YNL037C/YLR044C/YML125C/YML075C/YAL061W/YGL012W/YOR136W/YMR015C",17
"GO:0071852","fungal-type cell wall organization or biogenesis","42/763","180/5539",0.233333333333333,1.69388379204893,3.78257635006899,0.000297038554322411,0.00486483143412482,0.00486483143412482,"YNL006W/YGR225W/YDR144C/YJL116C/YBR043C/YLR300W/YKL096W/YMR215W/YBR067C/YJL159W/YER011W/YNL194C/YJL158C/YNL066W/YIL119C/YKL096W-A/YJR151C/YOL132W/YKR019C/YDL049C/YOR009W/YER075C/YER033C/YKL164C/YDL239C/YHR139C/YJR150C/YJR066W/YGR189C/YCR045C/YCR032W/YLR194C/YGR023W/YDR273W/YOR247W/YOR010C/YDL029W/YJL034W/YDR293C/YOL109W/YIL123W/YDR077W",42
"GO:0170039","proteinogenic amino acid metabolic process","39/763","165/5539",0.236363636363636,1.71588228285476,3.73113824781198,0.000367359675173928,0.0058890234248406,0.0058890234248406,"YMR009W/YOL058W/YGR124W/YDR354W/YLR174W/YER055C/YGR087C/YOR375C/YLR134W/YPR167C/YJR148W/YGR208W/YNL037C/YHR208W/YLR044C/YPL111W/YDR380W/YIL074C/YJL200C/YLR303W/YGR019W/YNL277W/YLL062C/YKL001C/YER052C/YMR250W/YPL273W/YAL012W/YOL086C/YFR055W/YLR058C/YPR035W/YIR017C/YLR231C/YGL062W/YOR136W/YDL168W/YCL064C/YCL018W",39
"GO:0098655","monoatomic cation transmembrane transport","37/763","154/5539",0.24025974025974,1.74416605674797,3.74320790307757,0.00036756455568883,0.0058890234248406,0.0058890234248406,"YMR256C/YDR536W/YDL004W/YKL217W/YNR072W/YPR020W/YER145C/YBR235W/YHR096C/YDR345C/YDL138W/YMR058W/YPR124W/YPL271W/YKL016C/YGL008C/YDR135C/YDL067C/YIL111W/YOL077W-A/YJR121W/YDR322C-A/YPR191W/YHR094C/YNL052W/YML123C/YLR038C/YDR529C/YER053C/YLR295C/YEL069C/YLR395C/YML081C-A/YHR092C/YOL130W/YMR319C/YGR240C",37
"GO:0006094","gluconeogenesis","13/763","35/5539",0.371428571428571,2.69638644448605,4.02370551813924,0.00045864364682144,0.00726925521951401,0.007269255219514,"YDR050C/YDR511W/YJR009C/YLR377C/YKR097W/YCR012W/YKL152C/YKL060C/YOL126C/YHR174W/YGL062W/YJL052W/YBR196C",13
"GO:0009145","purine nucleoside triphosphate biosynthetic process","10/763","23/5539",0.434782608695652,3.15630520257565,4.14160432606174,0.000485582483496737,0.00753419558604411,0.00753419558604411,"YJL116C/YDL004W/YPR020W/YPL271W/YKL016C/YOL077W-A/YJR121W/YDR322C-A/YLR295C/YML081C-A",10
"GO:0009206","purine ribonucleoside triphosphate biosynthetic process","10/763","23/5539",0.434782608695652,3.15630520257565,4.14160432606174,0.000485582483496737,0.00753419558604411,0.00753419558604411,"YJL116C/YDL004W/YPR020W/YPL271W/YKL016C/YOL077W-A/YJR121W/YDR322C-A/YLR295C/YML081C-A",10
"GO:0034220","monoatomic ion transmembrane transport","38/763","162/5539",0.234567901234568,1.70284614015501,3.62872735631316,0.000511035458121979,0.00784652359658122,0.00784652359658122,"YMR256C/YDR536W/YDL004W/YBR294W/YKL217W/YNR072W/YPR020W/YER145C/YBR235W/YHR096C/YDR345C/YDL138W/YMR058W/YPR124W/YPL271W/YKL016C/YGL008C/YDR135C/YDL067C/YIL111W/YOL077W-A/YJR121W/YDR322C-A/YPR191W/YHR094C/YNL052W/YML123C/YLR038C/YDR529C/YER053C/YLR295C/YEL069C/YLR395C/YML081C-A/YHR092C/YOL130W/YMR319C/YGR240C",38
"GO:0015695","organic cation transport","14/763","40/5539",0.35,2.54082568807339,3.90884304035562,0.000565193173496558,0.00858860554364873,0.00858860554364873,"YDR508C/YOR317W/YGR191W/YCL025C/YGR055W/YDL210W/YHL036W/YOR100C/YBR069C/YLR237W/YNL101W/YOR348C/YOR273C/YER119C",14
"GO:0006740","NADPH regeneration","8/763","16/5539",0.5,3.62975098296199,4.21011231111647,0.000577928616013461,0.00869251816330451,0.00869251816330451,"YPL061W/YMR315W/YNL241C/YGR248W/YGR043C/YOR095C/YGR256W/YBR117C",8
"GO:0019319","hexose biosynthetic process","13/763","36/5539",0.361111111111111,2.62148682102811,3.90096005098062,0.000628855098334634,0.00936295368631567,0.00936295368631567,"YDR050C/YDR511W/YJR009C/YLR377C/YKR097W/YCR012W/YKL152C/YKL060C/YOL126C/YHR174W/YGL062W/YJL052W/YBR196C",13
"GO:1901605","alpha-amino acid metabolic process","40/763","175/5539",0.228571428571429,1.65931473506834,3.54220757374395,0.000641255713155448,0.0094521092119113,0.0094521092119113,"YMR009W/YOL058W/YGR124W/YDR354W/YLR174W/YER055C/YGR087C/YOR375C/YLR134W/YPR167C/YJR148W/YHR205W/YGR208W/YNL037C/YHR208W/YLR044C/YPL111W/YDR380W/YIL074C/YJL200C/YLR303W/YGR019W/YNL277W/YLL062C/YKL001C/YER052C/YMR250W/YPL273W/YAL012W/YOL086C/YFR055W/YLR058C/YPR035W/YIR017C/YLR231C/YGL062W/YOR136W/YDL168W/YCL064C/YCL018W",40
"GO:0000096","sulfur amino acid metabolic process","16/763","50/5539",0.32,2.32304062909568,3.75593574120675,0.000729921981735336,0.0104537009596126,0.0104537009596126,"YMR009W/YPR167C/YJR148W/YJR010W/YHR205W/YHR208W/YDR380W/YLR303W/YNL277W/YLL062C/YKL001C/YER052C/YPL273W/YAL012W/YFR055W/YIR017C",16
"GO:0009070","serine family amino acid biosynthetic process","10/763","24/5539",0.416666666666667,3.02479248580166,3.97301283928398,0.000730931132663047,0.0104537009596126,0.0104537009596126,"YPR167C/YGR208W/YIL074C/YLR303W/YNL277W/YKL001C/YER052C/YAL012W/YLR058C/YIR017C",10
"GO:0006097","glyoxylate cycle","7/763","13/5539",0.538461538461538,3.90896259703599,4.19672931636813,0.000737574558887184,0.0104537009596126,0.0104537009596126,"YLR174W/YNL117W/YJL200C/YER065C/YLR304C/YOL126C/YCL018W",7
"GO:0006574","L-valine catabolic process","7/763","13/5539",0.538461538461538,3.90896259703599,4.19672931636813,0.000737574558887184,0.0104537009596126,0.0104537009596126,"YGR087C/YLR134W/YJR148W/YHR208W/YLR044C/YOL086C/YDL168W",7
"GO:0006119","oxidative phosphorylation","14/763","41/5539",0.341463414634146,2.4788543298277,3.79858232782202,0.000751464272518566,0.0105491270256416,0.0105491270256416,"YMR256C/YJL116C/YPL271W/YDL067C/YIL111W/YJR121W/YPR191W/YLR164W/YNL052W/YJR048W/YLR038C/YDR529C/YLR395C/YMR118C",14
"GO:0044272","sulfur compound biosynthetic process","24/763","90/5539",0.266666666666667,1.93586719091306,3.57753308406639,0.000825133254482844,0.0114740228029029,0.0114740228029029,"YMR009W/YPR121W/YMR169C/YPR167C/YJR148W/YJR010W/YHR205W/YHR208W/YGR144W/YDR380W/YLR303W/YNL277W/YLL062C/YKL001C/YER052C/YPL273W/YAL012W/YMR170C/YFR055W/YIR017C/YBR240C/YMR207C/YOL049W/YOL055C",24
"GO:0046364","monosaccharide biosynthetic process","13/763","37/5539",0.351351351351351,2.55063582586518,3.78230867057351,0.000849375277066834,0.0116064165580282,0.0116064165580282,"YDR050C/YDR511W/YJR009C/YLR377C/YKR097W/YCR012W/YKL152C/YKL060C/YOL126C/YHR174W/YGL062W/YJL052W/YBR196C",13
"GO:0000947","amino acid catabolic process to alcohol via Ehrlich pathway","6/763","10/5539",0.6,4.35570117955439,4.24489127641305,0.000858276394046861,0.0116064165580282,0.0116064165580282,"YGR087C/YLR134W/YLR044C/YDR380W/YOL086C/YDL168W",6
"GO:0015761","mannose transmembrane transport","6/763","10/5539",0.6,4.35570117955439,4.24489127641305,0.000858276394046861,0.0116064165580282,0.0116064165580282,"YNR072W/YHR096C/YDR345C/YHR094C/YEL069C/YHR092C",6
"GO:0009083","branched-chain amino acid catabolic process","8/763","17/5539",0.470588235294118,3.41623621925835,3.9876977681906,0.000960997154078194,0.0128773618646478,0.0128773618646478,"YGR087C/YLR134W/YJR148W/YHR208W/YLR044C/YDR380W/YOL086C/YDL168W",8
"GO:0016053","organic acid biosynthetic process","43/763","197/5539",0.218274111675127,1.5845613428159,3.33901099261287,0.00112047132456746,0.0147462029679682,0.0147462029679682,"YLR372W/YMR009W/YEL071W/YOL058W/YGR124W/YDR354W/YLR174W/YPL061W/YER055C/YOR375C/YMR169C/YPR167C/YJR148W/YJR010W/YMR272C/YHR067W/YGR208W/YNL037C/YHR208W/YIL074C/YJL200C/YLR303W/YNL277W/YLL062C/YKL001C/YER052C/YPL273W/YAL012W/YMR170C/YFR055W/YCR034W/YLR058C/YPR035W/YIR017C/YGL055W/YMR207C/YPL095C/YLR231C/YGL062W/YOR136W/YGL148W/YBR084W/YCL018W",43
"GO:0046394","carboxylic acid biosynthetic process","43/763","197/5539",0.218274111675127,1.5845613428159,3.33901099261287,0.00112047132456746,0.0147462029679682,0.0147462029679682,"YLR372W/YMR009W/YEL071W/YOL058W/YGR124W/YDR354W/YLR174W/YPL061W/YER055C/YOR375C/YMR169C/YPR167C/YJR148W/YJR010W/YMR272C/YHR067W/YGR208W/YNL037C/YHR208W/YIL074C/YJL200C/YLR303W/YNL277W/YLL062C/YKL001C/YER052C/YPL273W/YAL012W/YMR170C/YFR055W/YCR034W/YLR058C/YPR035W/YIR017C/YGL055W/YMR207C/YPL095C/YLR231C/YGL062W/YOR136W/YGL148W/YBR084W/YCL018W",43
"GO:0000097","sulfur amino acid biosynthetic process","14/763","43/5539",0.325581395348837,2.36355877960316,3.58749509054185,0.00128177759351368,0.0167198245383996,0.0167198245383996,"YMR009W/YPR167C/YJR148W/YJR010W/YHR208W/YLR303W/YNL277W/YLL062C/YKL001C/YER052C/YPL273W/YAL012W/YFR055W/YIR017C",14
"GO:0046487","glyoxylate metabolic process","7/763","14/5539",0.5,3.62975098296199,3.93748659620927,0.00130100897860614,0.0168218178461881,0.0168218178461881,"YLR174W/YNL117W/YJL200C/YER065C/YLR304C/YOL126C/YCL018W",7
"GO:0006555","methionine metabolic process","13/763","39/5539",0.333333333333333,2.41983398864133,3.5562731651491,0.0014870674696664,0.0188960125024851,0.0188960125024851,"YMR009W/YPR167C/YJR148W/YHR208W/YDR380W/YLR303W/YNL277W/YLL062C/YKL001C/YER052C/YPL273W/YFR055W/YIR017C",13
"GO:1902653","secondary alcohol biosynthetic process","13/763","39/5539",0.333333333333333,2.41983398864133,3.5562731651491,0.0014870674696664,0.0188960125024851,0.0188960125024851,"YAL060W/YGR175C/YGR087C/YLR134W/YML087C/YMR070W/YGL001C/YLR044C/YML125C/YML075C/YAL061W/YGL012W/YMR015C",13
"GO:0006067","ethanol metabolic process","8/763","18/5539",0.444444444444444,3.22644531818844,3.78134234273298,0.0015231755542272,0.0189706047761989,0.0189706047761989,"YPL061W/YGR087C/YLR134W/YLR044C/YMR170C/YDL085W/YMR145C/YOL086C",8
"GO:0006825","copper ion transport","8/763","18/5539",0.444444444444444,3.22644531818844,3.78134234273298,0.0015231755542272,0.0189706047761989,0.0189706047761989,"YLL009C/YOR381W/YPR124W/YOL152W/YLR214W/YER053C/YOR384W/YMR319C",8
"GO:0006631","fatty acid metabolic process","20/763","73/5539",0.273972602739726,1.98890464819835,3.39928533165921,0.00153154814678946,0.0189706047761989,0.0189706047761989,"YLR372W/YAR035W/YOR363C/YPR001W/YCL026C-A/YMR272C/YHR067W/YOR317W/YKR009C/YPR006C/YGL205W/YOL002C/YOR100C/YCR034W/YGL055W/YMR207C/YPL095C/YPR002W/YIL160C/YDL192W",20
"GO:0009152","purine ribonucleotide biosynthetic process","14/763","44/5539",0.318181818181818,2.30984153461218,3.48632470243392,0.00164663629717662,0.0200030659443154,0.0200030659443154,"YJL116C/YDL004W/YDR226W/YPR020W/YML022W/YPL271W/YKL016C/YOR128C/YGL234W/YOL077W-A/YJR121W/YDR322C-A/YLR295C/YML081C-A",14
"GO:0000955","amino acid catabolic process via Ehrlich pathway","6/763","11/5539",0.545454545454545,3.95972834504945,3.92708917082902,0.00166918392886757,0.0200030659443154,0.0200030659443154,"YGR087C/YLR134W/YLR044C/YDR380W/YOL086C/YDL168W",6
"GO:0015677","copper ion import","6/763","11/5539",0.545454545454545,3.95972834504945,3.92708917082902,0.00166918392886757,0.0200030659443154,0.0200030659443154,"YOR381W/YPR124W/YOL152W/YLR214W/YOR384W/YMR319C",6
"GO:0042407","cristae formation","6/763","11/5539",0.545454545454545,3.95972834504945,3.92708917082902,0.00166918392886757,0.0200030659443154,0.0200030659443154,"YPR020W/YLR168C/YFR011C/YDR322C-A/YBR262C/YLR295C",6
"GO:0009201","ribonucleoside triphosphate biosynthetic process","10/763","27/5539",0.37037037037037,2.6887044318237,3.5155032712515,0.00213105654589218,0.025332075392299,0.025332075392299,"YJL116C/YDL004W/YPR020W/YPL271W/YKL016C/YOL077W-A/YJR121W/YDR322C-A/YLR295C/YML081C-A",10
"GO:0006123","mitochondrial electron transport, cytochrome c to oxygen","7/763","15/5539",0.466666666666667,3.38776758409786,3.70098591422653,0.00215210088962322,0.0253775736904371,0.0253775736904371,"YMR256C/YDL067C/YIL111W/YNL052W/YJR048W/YLR038C/YLR395C",7
"GO:0006739","NADP+ metabolic process","9/763","23/5539",0.391304347826087,2.84067468231808,3.53537440713634,0.00228046729623065,0.0266778475765395,0.0266778475765395,"YLR174W/YPL061W/YMR315W/YNL241C/YGR248W/YGR043C/YOR095C/YGR256W/YBR117C",9
"GO:0008652","amino acid biosynthetic process","31/763","135/5539",0.22962962962963,1.66699674773069,3.1357361735166,0.00233945321100228,0.0271523939607666,0.0271523939607666,"YMR009W/YOL058W/YGR124W/YDR354W/YLR174W/YER055C/YOR375C/YMR169C/YPR167C/YJR148W/YGR208W/YNL037C/YHR208W/YIL074C/YJL200C/YLR303W/YNL277W/YLL062C/YKL001C/YER052C/YPL273W/YAL012W/YMR170C/YFR055W/YLR058C/YPR035W/YIR017C/YGL062W/YOR136W/YGL148W/YCL018W",31
"GO:0019751","polyol metabolic process","13/763","41/5539",0.317073170731707,2.30179330626858,3.34378373037252,0.00247854329249364,0.0283207194816715,0.0283207194816715,"YAL060W/YER062C/YDR050C/YOL059W/YDL022W/YFL053W/YPL201C/YNR073C/YHL032C/YIL053W/YML070W/YIL155C/YAL061W",13
"GO:0022900","electron transport chain","13/763","41/5539",0.317073170731707,2.30179330626858,3.34378373037252,0.00247854329249364,0.0283207194816715,0.0283207194816715,"YMR256C/YPL252C/YDL067C/YOR356W/YIL111W/YPR191W/YLR164W/YNL052W/YJR048W/YLR038C/YDR529C/YLR395C/YMR118C",13
"GO:0006835","dicarboxylic acid transport","6/763","12/5539",0.5,3.62975098296199,3.64474461076201,0.00295226516183083,0.0332186171644171,0.0332186171644171,"YOR222W/YJR095W/YMR241W/YPL265W/YGR260W/YER119C",6
"GO:0015755","fructose transmembrane transport","6/763","12/5539",0.5,3.62975098296199,3.64474461076201,0.00295226516183083,0.0332186171644171,0.0332186171644171,"YNR072W/YHR096C/YDR345C/YHR094C/YEL069C/YHR092C",6
"GO:0006534","cysteine metabolic process","7/763","16/5539",0.4375,3.17603211009174,3.4837289292552,0.00337645710243082,0.0375720478154032,0.0375720478154032,"YPR167C/YHR205W/YLR303W/YKL001C/YAL012W/YFR055W/YIR017C",7
"GO:0006549","isoleucine metabolic process","8/763","20/5539",0.4,2.90380078636959,3.40888922211967,0.00340269469013199,0.0375720478154032,0.0375720478154032,"YGR087C/YLR134W/YJR148W/YHR208W/YLR044C/YDR380W/YOL086C/YDL168W",8
"GO:0019637","organophosphate metabolic process","80/763","437/5539",0.183066361556064,1.3289706116108,2.86374391386547,0.0034156407104912,0.0375720478154032,0.0375720478154032,"YNR001C/YKR080W/YJL116C/YDL004W/YLR174W/YDL021W/YPL061W/YER055C/YDR226W/YNL129W/YDR050C/YMR169C/YKL165C/YOR222W/YPR020W/YJR009C/YJR010W/YMR272C/YOL059W/YER037W/YOR317W/YLR099C/YLR168C/YCR068W/YDL166C/YDL022W/YNL158W/YNL106C/YFL053W/YML022W/YMR315W/YNL241C/YGL071W/YKR031C/YPL271W/YKL016C/YHL032C/YDR400W/YKL001C/YJL145W/YHR202W/YOR128C/YML075C/YLR377C/YGR248W/YMR271C/YGR043C/YPL075W/YGL126W/YOL136C/YOR095C/YMR170C/YOR344C/YGR256W/YCR012W/YNL141W/YML070W/YGL234W/YOL077W-A/YJR121W/YDR322C-A/YNR071C/YPL206C/YMR207C/YNL264C/YIL155C/YKL152C/YLR231C/YKL060C/YHR174W/YBR117C/YOL055C/YLR295C/YJL052W/YML081C-A/YBR196C/YAL038W/YLR446W/YDL055C/YGR240C",80
"GO:0008643","carbohydrate transport","10/763","29/5539",0.344827586206897,2.50327653997379,3.24390901837461,0.0039081521154728,0.0426712312459771,0.0426712312459771,"YDR536W/YNR072W/YHR096C/YDR345C/YPR026W/YDL138W/YPR115W/YHR094C/YEL069C/YHR092C",10
"GO:0170035","L-amino acid catabolic process","15/763","53/5539",0.283018867924528,2.05457602809169,3.08314900235254,0.00410724842986734,0.0445153248942975,0.0445153248942975,"YGR087C/YLR134W/YJR148W/YHR208W/YLR044C/YPL111W/YDR380W/YGR019W/YMR250W/YAL012W/YOL086C/YFR055W/YLR231C/YDL168W/YCL064C",15
"GO:0072522","purine-containing compound biosynthetic process","24/763","101/5539",0.237623762376238,1.72503017012055,2.93902817728379,0.00441778214974357,0.0475314663410367,0.0475314663410367,"YKR080W/YJL116C/YDL004W/YDR226W/YNL129W/YMR169C/YPR020W/YDL238C/YMR278W/YML022W/YPL271W/YKL016C/YDR400W/YOR128C/YMR170C/YNL141W/YGL234W/YOL077W-A/YJR121W/YDR322C-A/YMR207C/YLR231C/YLR295C/YML081C-A",24
"GO:0006790","sulfur compound metabolic process","33/763","152/5539",0.217105263157895,1.57607608470718,2.87829125419147,0.00445088887088989,0.0475406535919688,0.0475406535919688,"YNR001C/YMR009W/YPR121W/YMR169C/YPR167C/YJR148W/YJR010W/YHR205W/YOR317W/YHR208W/YGR144W/YLL060C/YDR380W/YLR303W/YNL277W/YLL062C/YKL001C/YER052C/YDR135C/YML075C/YGL126W/YPL273W/YAL012W/YMR170C/YFR055W/YKR076W/YIR017C/YBR240C/YMR207C/YOL049W/YLR231C/YOL055C/YKL215C",33
"GO:0170034","L-amino acid biosynthetic process","27/763","118/5539",0.228813559322034,1.66107248372837,2.90106170485458,0.00458794465129449,0.048652017381353,0.048652017381353,"YMR009W/YOL058W/YGR124W/YDR354W/YLR174W/YER055C/YOR375C/YPR167C/YJR148W/YGR208W/YNL037C/YHR208W/YIL074C/YJL200C/YLR303W/YNL277W/YLL062C/YKL001C/YER052C/YPL273W/YFR055W/YLR058C/YPR035W/YIR017C/YGL062W/YOR136W/YCL018W",27
