"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"YAL038W",1824.2000049577,-1.22714425839743,0.228102321665326,1.19688928130817e-08,3.74104624080681e-07
"YPR026W",99.7401261028941,-1.47090330463397,0.277976857728807,1.56416465302682e-08,4.86407324499921e-07
"YGR049W",44.184029207583,-1.909469617329,0.36414359281607,1.69255671623885e-08,5.21016827549283e-07
"YJR048W",360.960986072749,1.21252140503828,0.227482757462182,1.68860741965377e-08,5.21016827549283e-07
"YLR436C",165.931922132701,-1.34215476365364,0.253622100045923,1.75521871917168e-08,5.37590858962383e-07
"YOR003W",112.908492607718,-1.49114339992807,0.285046299917472,1.86632449559852e-08,5.68762390033649e-07
"YER052C",148.423394454133,1.49754548758812,0.286150940895608,1.92808238993092e-08,5.84659809285022e-07
"YCL048W-A",16.5605637391345,-3.57115386161273,0.677832703985764,2.1093079052067e-08,6.36447112981922e-07
"YDL067C",476.13709697753,1.16413451835886,0.219754347645047,2.12821523090822e-08,6.38988760216039e-07
"YGR124W",98.9036515466134,1.53472577698608,0.294797760893753,2.17038896589007e-08,6.48456899367645e-07
"YPR001W",29.4884353722885,2.51508494478435,0.48996470580889,2.21603294105478e-08,6.58864428084335e-07
"YHR010W",206.654068803168,1.33292122477986,0.25395817839529,2.25459650636885e-08,6.67076005161075e-07
"YMR241W",153.853120627007,1.49499470209336,0.288731480238897,2.61232762972403e-08,7.69185357640965e-07
"YIL162W",58.9808504701161,1.68843393469136,0.327452556172823,2.65922871954836e-08,7.79230723348425e-07
"YKL060C",6845.32773038864,-1.10384184964932,0.210131557359266,2.86436473020461e-08,8.3532550385632e-07
"YLL012W",44.1286510419832,-1.98846451925658,0.392329315625969,2.95263690903169e-08,8.56967712407056e-07
"YKL001C",56.4404781168424,1.67574185266647,0.326935686968944,3.17315205864102e-08,9.16604824522134e-07
"YLL024C",159.629207693024,1.41866186169695,0.275255132939813,3.24046519878521e-08,9.31633744650749e-07
"YBR196C",852.329300410745,-1.31525426290121,0.254679095334464,3.34743753597301e-08,9.57870036702136e-07
"YHR193C",167.398751135823,1.26596397992457,0.244468702186889,3.55644474239354e-08,1.00917160340803e-06
"YMR173W-A",45.5104092253521,-2.2575884750042,0.443198945869273,3.55983420398238e-08,1.00917160340803e-06
"YKL217W",95.5381011910563,1.56822219051792,0.308588693967989,4.02536297455976e-08,1.13586052453434e-06
"YLR256W",240.500079723687,-1.31295392024898,0.25689423418505,4.43416063867346e-08,1.24544742362741e-06
"YLR152C",131.970306903734,-1.41207572690521,0.277848748099475,4.4682527493315e-08,1.2492660783108e-06
"YHR179W",543.844290999488,1.21667571035912,0.236983678444053,4.68974259003521e-08,1.30520461581117e-06
"YMR088C",406.017866681729,-1.66735549091471,0.33234202515431,4.80238110050013e-08,1.33047785488856e-06
"YPL230W",52.9208681166524,-1.75907479427822,0.348547993935525,4.93744021236119e-08,1.36170579612405e-06
"YJR121W",1832.0000446375,1.08124009784711,0.209548480638134,4.99692484803764e-08,1.37190346616169e-06
"YER037W",142.925923969147,-1.36964195971341,0.270971716705647,6.20469206674114e-08,1.69585641913844e-06
"YOL059W",90.749695965757,-1.46955361519795,0.293131184488279,6.40100185684036e-08,1.7417011748858e-06
"YMR173W",144.075528337768,-1.6534076296575,0.331846376346361,6.43360910973174e-08,1.74279322328067e-06
"YCL018W",247.72969582221,-1.62284273204781,0.328993660719258,7.45226556124304e-08,2.00980347768922e-06
"YIL111W",67.8312014151123,-1.84085763590407,0.371271217832029,7.6920928173215e-08,2.06534386438654e-06
"YJR066W",268.792569574924,-1.41910039310224,0.285674064026538,7.96171243107995e-08,2.12836128365931e-06
"YKL073W",157.592439994743,1.36979935747844,0.274276421285243,8.31063968261103e-08,2.21193663168184e-06
"YHR080C",166.299698436967,-1.48487432614646,0.298832418885266,8.78268815178346e-08,2.31733698203984e-06
"YMR304W",276.821844901595,-1.13953360232509,0.226409836727056,8.74678728352324e-08,2.31733698203984e-06
"YLR104W",55.4335321047427,2.08339548727699,0.427225421041845,9.24808316575003e-08,2.42961495238131e-06
"YJR039W",59.9732965690355,-1.62169131071094,0.330636452610306,9.34539568617295e-08,2.44464320631863e-06
"YLR346C",27.9940235102966,2.17002573905689,0.443043014089081,9.45413127185112e-08,2.46251838042447e-06
"YPL075W",122.752942380739,-1.53089677835868,0.31081202590375,1.04021014503486e-07,2.69790673786702e-06
"YDL037C",17.169258107149,3.73675974737138,0.756429627551702,1.04712072495587e-07,2.70432238076526e-06
"YBR183W",112.097386679726,-1.33111207171163,0.26983901701055,1.10338035008826e-07,2.83759630117635e-06
"YDL020C",436.939072999888,1.14445879132653,0.229715037093173,1.16757971115442e-07,2.99008333591857e-06
"YDL004W",527.683896161231,1.09254829749935,0.219492900050625,1.27528706057446e-07,3.25224880092106e-06
"YHR043C",53.3110245391279,1.85358780057899,0.38501497573043,1.41251877252929e-07,3.58720913273584e-06
"YJL082W",93.4352803388539,-1.43759734835685,0.297389656459837,1.50108359845681e-07,3.7963089346864e-06
