"gene_id","count"
"Q0158",54952
"Q0020",43220
"YJL052W",13886
"YCR012W",8967
"YKL060C",8803
"LSR1",6377
"YGL008C",5177
"YCR013C",5081
"YNL160W",4308
"YLR110C",4221
"YKL096W-A",3717
"YPR194C",3509
"YGL055W",3332
"Q0130",3252
"YBR054W",2886
"YAL038W",2696
"YDR050C",2537
"YCR021C",2502
"YLR142W",2486
"Q0250",2396
