"gene_id","count"
"YAL063C-A",0
"YAL064C-A",0
"YAL064W",0
"YAL064W-B",0
"YAL065C",2
"YAL066W",2
"YAL067C",27
"YAL067W-A",0
"YAL068C",0
"YAL068W-A",0
"YAL069W",0
"YAR002C-A",42
"YAR002W",50
"YAR003W",36
"YAR007C",49
"YAR008W",18
"YAR009C",0
"YAR010C",0
"YAR014C",52
"YAR015W",75
"YAR018C",10
"YAR019C",29
"YAR019W-A",3
"YAR020C",0
"YAR023C",7
"YAR027W",2
"YAR028W",0
"YAR029W",0
"YAR030C",0
"YAR031W",0
"YAR033W",0
"YAR035C-A",0
"YAR035W",1
"YAR042W",98
"YAR047C",0
"YAR050W",10
"YAR053W",0
"YAR060C",0
"YAR061W",0
"YAR064W",0
"YAR066W",0
"YAR068W",0
"YAR069C",0
"YAR070C",0
"YAR071W",0
"YAR073W",0
"YAR075W",0
"YBL001C",77
"YBL002W",204
"YBL003C",96
"YBL004W",179
"YBL005W",32
"YBL005W-A",0
"YBL005W-B",0
"YBL006C",41
"YBL006W-A",15
"YBL007C",191
"YBL008W",41
"YBL008W-A",2
"YBL009W",11
"YBL010C",21
"YBL011W",65
"YBL012C",7
"YBL013W",1
"YBL014C",58
"YBL015W",110
"YBL016W",22
"YBL017C",284
"YBL018C",16
"YBL019W",48
"YBL020W",92
"YBL021C",15
"YBL022C",209
"YBL023C",19
"YBL024W",41
"YBL025W",17
"YBL026W",15
"YBL027W",219
"YBL028C",15
"YBL029C-A",74
"YBL029W",261
"YBL030C",196
"YBL031W",1
"YBL032W",27
"YBL033C",87
"YBL034C",54
"YBL035C",11
"YBL036C",62
"YBL037W",34
"YBL038W",54
"YBL039C",30
"YBL039C-A",0
"YBL039W-B",9
"YBL040C",36
"YBL041W",153
"YBL042C",74
"YBL043W",48
"YBL044W",0
"YBL045C",434
"YBL046W",47
"YBL047C",228
"YBL048W",245
"YBL049W",442
"YBL050W",156
"YBL051C",191
"YBL052C",34
"YBL053W",8
"YBL054W",32
"YBL055C",28
"YBL056W",142
"YBL057C",28
"YBL058W",97
"YBL059C-A",50
"YBL059W",7
"YBL060W",39
"YBL061C",36
"YBL062W",9
"YBL063W",35
"YBL064C",494
"YBL065W",4
"YBL066C",99
"YBL067C",123
"YBL068W",24
"YBL068W-A",0
"YBL069W",6
"YBL070C",0
"YBL071C",8
"YBL071C-B",2
"YBL071W-A",17
"YBL072C",53
"YBL073W",4
"YBL074C",10
"YBL075C",155
"YBL076C",179
"YBL077W",42
"YBL078C",86
"YBL079W",143
"YBL080C",22
"YBL081W",21
"YBL082C",29
"YBL083C",0
"YBL084C",74
"YBL085W",60
"YBL086C",57
"YBL087C",54
"YBL088C",140
"YBL089W",42
"YBL090W",47
"YBL091C",145
"YBL091C-A",28
"YBL092W",236
"YBL093C",52
"YBL094C",52
"YBL095W",108
"YBL096C",20
"YBL097W",18
"YBL098W",29
"YBL099W",978
"YBL100C",318
"YBL100W-A",0
"YBL100W-B",0
"YBL100W-C",1
"YBL101C",159
"YBL102W",29
"YBL103C",34
"YBL104C",65
"YBL105C",148
"YBL106C",53
"YBL107C",40
"YBL107W-A",0
"YBL108C-A",0
"YBL108W",0
"YBL109W",0
"YBL111C",0
"YBL112C",0
"YBL113C",2
"YBL113W-A",0
"YBR001C",117
"YBR002C",31
"YBR003W",76
"YBR004C",43
"YBR005W",22
"YBR006W",220
"YBR007C",95
"YBR008C",57
"YBR009C",42
"YBR010W",209
"YBR011C",299
"YBR012C",32
"YBR012W-A",0
"YBR012W-B",0
"YBR013C",12
"YBR014C",31
"YBR015C",93
"YBR016W",35
"YBR017C",64
"YBR018C",4
"YBR019C",11
"YBR020W",7
"YBR021W",43
"YBR022W",22
"YBR023C",73
"YBR024W",55
"YBR025C",254
"YBR026C",78
"YBR027C",2
"YBR028C",37
"YBR029C",65
"YBR030W",38
"YBR031W",11
"YBR032W",1
"YBR033W",33
"YBR034C",23
"YBR035C",107
"YBR036C",129
"YBR037C",22
"YBR038W",4
"YBR039W",424
"YBR040W",0
"YBR041W",51
"YBR042C",24
"YBR043C",79
"YBR044C",57
"YBR045C",17
"YBR046C",86
"YBR047W",70
"YBR048W",34
"YBR049C",66
"YBR050C",18
"YBR051W",9
"YBR052C",65
"YBR053C",122
"YBR054W",2886
"YBR055C",64
"YBR056C-B",5
"YBR056W",124
"YBR056W-A",10
"YBR057C",26
"YBR058C",75
"YBR058C-A",33
"YBR059C",187
"YBR060C",21
"YBR061C",18
"YBR062C",26
"YBR063C",58
"YBR064W",14
"YBR065C",67
"YBR066C",8
"YBR067C",59
"YBR068C",46
"YBR069C",9
"YBR070C",26
"YBR071W",14
"YBR072C-A",1
"YBR072W",121
"YBR073W",31
"YBR074W",85
"YBR076C-A",20
"YBR076W",13
"YBR077C",22
"YBR078W",349
"YBR079C",71
"YBR080C",123
"YBR081C",88
"YBR082C",128
"YBR083W",8
"YBR084C-A",164
"YBR084W",39
"YBR085C-A",241
"YBR085W",5
"YBR086C",176
"YBR087W",18
"YBR088C",19
"YBR089C-A",40
"YBR089W",15
"YBR090C",3
"YBR091C",10
"YBR092C",6
"YBR093C",17
"YBR094W",42
"YBR095C",27
"YBR096W",28
"YBR097W",87
"YBR098W",77
"YBR099C",37
"YBR101C",117
"YBR102C",30
"YBR103C-A",0
"YBR103W",38
"YBR104W",19
"YBR105C",107
"YBR106W",204
"YBR107C",24
"YBR108W",41
"YBR109C",91
"YBR109W-A",0
"YBR110W",20
"YBR111C",193
"YBR111W-A",20
"YBR112C",47
"YBR113W",12
"YBR114W",56
"YBR115C",193
"YBR116C",5
"YBR117C",31
"YBR118W",69
"YBR119W",45
"YBR120C",20
"YBR121C",141
"YBR121C-A",0
"YBR122C",66
"YBR123C",27
"YBR124W",3
"YBR125C",26
"YBR126C",373
"YBR126W-A",13
"YBR126W-B",2
"YBR127C",591
"YBR128C",21
"YBR129C",31
"YBR130C",19
"YBR131C-A",0
"YBR131W",19
"YBR132C",59
"YBR133C",63
"YBR134W",3
"YBR135W",10
"YBR136W",115
"YBR137W",52
"YBR138C",48
"YBR139W",308
"YBR140C",729
"YBR141C",10
"YBR141W-A",1
"YBR142W",38
"YBR143C",98
"YBR144C",0
"YBR145W",87
"YBR146W",80
"YBR147W",81
"YBR148W",33
"YBR149W",266
"YBR150C",68
"YBR151W",160
"YBR152W",6
"YBR153W",16
"YBR154C",15
"YBR155W",24
"YBR156C",12
"YBR157C",3
"YBR158W",12
"YBR159W",92
"YBR160W",15
"YBR161W",37
"YBR162C",63
"YBR162W-A",27
"YBR163W",51
"YBR164C",23
"YBR165W",19
"YBR166C",35
"YBR167C",9
"YBR168W",32
"YBR169C",340
"YBR170C",57
"YBR171W",9
"YBR172C",46
"YBR173C",79
"YBR174C",4
"YBR175W",17
"YBR176W",21
"YBR177C",134
"YBR178W",9
"YBR179C",128
"YBR180W",4
"YBR181C",13
"YBR182C",54
"YBR182C-A",4
"YBR183W",146
"YBR184W",0
"YBR185C",39
"YBR186W",27
"YBR187W",29
"YBR188C",12
"YBR189W",74
"YBR190W",3
"YBR191W",38
"YBR191W-A",4
"YBR192W",26
"YBR193C",16
"YBR194W",7
"YBR195C",24
"YBR196C",1201
"YBR196C-A",3
"YBR196C-B",3
"YBR197C",7
"YBR198C",60
"YBR199W",163
"YBR200W",54
"YBR200W-A",5
"YBR201C-A",97
"YBR201W",14
"YBR202W",55
"YBR203W",228
"YBR204C",33
"YBR205W",35
"YBR206W",1
"YBR207W",68
"YBR208C",916
"YBR209W",1
"YBR210W",25
"YBR211C",12
"YBR212W",64
"YBR213W",2
"YBR214W",103
"YBR215W",59
"YBR216C",44
"YBR217W",9
"YBR218C",108
"YBR219C",1
"YBR220C",23
"YBR221C",185
"YBR221W-A",26
"YBR222C",227
"YBR223C",12
"YBR223W-A",1
"YBR224W",3
"YBR225W",54
"YBR226C",16
"YBR227C",53
"YBR228W",25
"YBR229C",74
"YBR230C",219
"YBR230W-A",18
"YBR231C",22
"YBR232C",8
"YBR233W",17
"YBR233W-A",2
"YBR234C",115
"YBR235W",293
"YBR236C",22
"YBR237W",65
"YBR238C",76
"YBR239C",76
"YBR240C",28
"YBR241C",95
"YBR242W",47
"YBR243C",15
"YBR244W",4
"YBR245C",77
"YBR246W",19
"YBR247C",10
"YBR248C",31
"YBR249C",54
"YBR250W",3
"YBR251W",34
"YBR252W",8
"YBR253W",21
"YBR254C",20
"YBR255C-A",46
"YBR255W",89
"YBR256C",59
"YBR257W",24
"YBR258C",8
"YBR259W",23
"YBR260C",41
"YBR261C",16
"YBR262C",49
"YBR263W",112
"YBR264C",32
"YBR265W",49
"YBR266C",12
"YBR267W",33
"YBR268W",36
"YBR269C",45
"YBR270C",30
"YBR271W",17
"YBR272C",40
"YBR273C",61
"YBR274W",43
"YBR275C",48
"YBR276C",81
"YBR277C",16
"YBR278W",35
"YBR279W",24
"YBR280C",56
"YBR281C",36
"YBR282W",28
"YBR283C",119
"YBR284W",32
"YBR285W",20
"YBR286W",413
"YBR287W",332
"YBR288C",22
"YBR289W",29
"YBR290W",86
"YBR291C",23
"YBR292C",4
"YBR293W",27
"YBR294W",30
"YBR295W",119
"YBR296C",0
"YBR296C-A",0
"YBR297W",40
"YBR298C",83
"YBR298C-A",0
"YBR299W",0
"YBR300C",0
"YBR301W",0
"YBR302C",0
"YCL001W",50
"YCL001W-A",0
"YCL001W-B",0
"YCL002C",60
"YCL004W",34
"YCL005W",26
"YCL005W-A",37
"YCL007C",27
"YCL008C",17
"YCL009C",33
"YCL010C",14
"YCL011C",71
"YCL012C",44
"YCL014W",79
"YCL016C",18
"YCL017C",224
"YCL018W",384
"YCL019W",0
"YCL020W",0
"YCL021W-A",4
"YCL022C",8
"YCL023C",1
"YCL024W",39
"YCL025C",119
"YCL026C-A",0
"YCL026C-B",14
"YCL027W",8
"YCL028W",59
"YCL029C",20
"YCL030C",126
"YCL031C",17
"YCL032W",30
"YCL033C",52
"YCL034W",103
"YCL035C",129
"YCL036W",28
"YCL037C",21
"YCL038C",173
"YCL039W",36
"YCL040W",419
"YCL041C",0
"YCL042W",0
"YCL043C",149
"YCL044C",8
"YCL045C",104
"YCL046W",9
"YCL047C",22
"YCL048W",3
"YCL048W-A",33
"YCL049C",60
"YCL050C",87
"YCL051W",52
"YCL052C",128
"YCL054W",25
"YCL054W-A",0
"YCL055W",10
"YCL056C",25
"YCL057C-A",173
"YCL057W",87
"YCL058C",44
"YCL058W-A",41
"YCL059C",47
"YCL061C",27
"YCL063W",4
"YCL064C",119
"YCL065W",0
"YCL066W",0
"YCL067C",0
"YCL068C",0
"YCL069W",0
"YCL073C",0
"YCL074W",23
"YCL075W",8
"YCL076W",9
"YCR001W",2
"YCR002C",53
"YCR003W",31
"YCR004C",56
"YCR005C",132
"YCR006C",15
"YCR007C",13
"YCR008W",155
"YCR009C",90
"YCR010C",3
"YCR011C",360
"YCR012W",8967
"YCR013C",5081
"YCR014C",46
"YCR015C",18
"YCR016W",25
"YCR017C",212
"YCR018C",14
"YCR018C-A",0
"YCR019W",20
"YCR020C",28
"YCR020C-A",18
"YCR020W-B",6
"YCR021C",2502
"YCR022C",2
"YCR023C",74
"YCR024C",23
"YCR024C-A",404
"YCR024C-B",803
"YCR025C",7
"YCR026C",72
"YCR027C",13
"YCR028C",26
"YCR028C-A",65
"YCR030C",53
"YCR031C",198
"YCR032W",178
"YCR033W",202
"YCR034W",14
"YCR035C",54
"YCR036W",59
"YCR037C",76
"YCR038C",24
"YCR038W-A",0
"YCR039C",0
"YCR040W",0
"YCR041W",3
"YCR042C",94
"YCR043C",22
"YCR044C",45
"YCR045C",9
"YCR045W-A",0
"YCR046C",33
"YCR047C",44
"YCR047W-A",4
"YCR048W",18
"YCR049C",1
"YCR050C",11
"YCR051W",16
"YCR052W",11
"YCR053W",58
"YCR054C",31
"YCR057C",36
"YCR059C",11
"YCR060W",13
"YCR061W",42
"YCR063W",3
"YCR064C",3
"YCR065W",46
"YCR066W",20
"YCR067C",47
"YCR068W",38
"YCR069W",100
"YCR071C",12
"YCR072C",11
"YCR073C",49
"YCR073W-A",16
"YCR075C",19
"YCR075W-A",15
"YCR076C",36
"YCR077C",83
"YCR079W",136
"YCR081C-A",3
"YCR081W",48
"YCR082W",63
"YCR083W",69
"YCR084C",43
"YCR085W",2
"YCR086W",6
"YCR087C-A",3
"YCR087W",7
"YCR088W",57
"YCR089W",22
"YCR090C",10
"YCR091W",44
"YCR092C",35
"YCR093W",296
"YCR094W",27
"YCR095C",30
"YCR095W-A",2
"YCR096C",0
"YCR097W",41
"YCR097W-A",0
"YCR098C",63
"YCR099C",3
"YCR100C",5
"YCR101C",5
"YCR102C",16
"YCR102W-A",3
"YCR104W",0
"YCR105W",11
"YCR106W",18
"YCR107W",14
"YCR108C",0
"YDL001W",20
"YDL002C",41
"YDL003W",5
"YDL004W",279
"YDL005C",58
"YDL006W",30
"YDL007C-A",0
"YDL007W",201
"YDL008W",21
"YDL009C",57
"YDL010W",78
"YDL011C",27
"YDL012C",19
"YDL013W",55
"YDL014W",24
"YDL015C",127
"YDL016C",9
"YDL017W",10
"YDL018C",13
"YDL019C",262
"YDL020C",232
"YDL021W",238
"YDL022C-A",5
"YDL022W",314
"YDL023C",69
"YDL024C",48
"YDL025C",82
"YDL025W-A",13
"YDL026W",15
"YDL027C",72
"YDL028C",62
"YDL029W",44
"YDL030W",36
"YDL031W",76
"YDL032W",3
"YDL033C",12
"YDL034W",6
"YDL035C",164
"YDL036C",18
"YDL037C",1
"YDL039C",4
"YDL040C",69
"YDL041W",4
"YDL042C",15
"YDL043C",5
"YDL044C",14
"YDL045C",34
"YDL045W-A",16
"YDL046W",83
"YDL047W",50
"YDL048C",409
"YDL049C",21
"YDL050C",16
"YDL051W",26
"YDL052C",28
"YDL053C",27
"YDL054C",78
"YDL055C",136
"YDL056W",70
"YDL057W",23
"YDL058W",129
"YDL059C",17
"YDL060W",65
"YDL061C",129
"YDL062W",5
"YDL063C",28
"YDL064W",9
"YDL065C",68
"YDL066W",268
"YDL067C",258
"YDL068W",4
"YDL069C",16
"YDL070W",215
"YDL071C",4
"YDL072C",103
"YDL073W",49
"YDL074C",103
"YDL075W",85
"YDL076C",35
"YDL077C",50
"YDL078C",201
"YDL079C",49
"YDL080C",49
"YDL081C",105
"YDL082W",41
"YDL083C",53
"YDL084W",151
"YDL085C-A",13
"YDL085W",49
"YDL086C-A",42
"YDL086W",93
"YDL087C",20
"YDL088C",76
"YDL089W",38
"YDL090C",35
"YDL091C",56
"YDL092W",25
"YDL093W",33
"YDL094C",5
"YDL095W",124
"YDL096C",3
"YDL097C",146
"YDL098C",8
"YDL099W",44
"YDL100C",74
"YDL101C",10
"YDL102W",49
"YDL103C",21
"YDL104C",12
"YDL105W",22
"YDL106C",29
"YDL107W",15
"YDL108W",25
"YDL109C",14
"YDL110C",350
"YDL111C",6
"YDL112W",55
"YDL113C",57
"YDL114W",4
"YDL114W-A",6
"YDL115C",85
"YDL116W",38
"YDL117W",26
"YDL118W",5
"YDL119C",19
"YDL120W",35
"YDL121C",11
"YDL122W",104
"YDL123W",14
"YDL124W",278
"YDL125C",187
"YDL126C",728
"YDL127W",12
"YDL128W",145
"YDL129W",12
"YDL130W",99
"YDL130W-A",92
"YDL131W",33
"YDL132W",81
"YDL133C-A",167
"YDL133W",39
"YDL134C",100
"YDL135C",32
"YDL136W",8
"YDL137W",195
"YDL138W",72
"YDL139C",24
"YDL140C",447
"YDL141W",8
"YDL142C",39
"YDL143W",97
"YDL144C",13
"YDL145C",146
"YDL146W",13
"YDL147W",240
"YDL148C",23
"YDL149W",81
"YDL150W",14
"YDL151C",3
"YDL152W",2
"YDL153C",45
"YDL154W",19
"YDL155W",37
"YDL156W",14
"YDL157C",15
"YDL158C",27
"YDL159C-B",9
"YDL159W",43
"YDL159W-A",0
"YDL160C",131
"YDL160C-A",7
"YDL161W",26
"YDL162C",0
"YDL163W",2
"YDL164C",14
"YDL165W",26
"YDL166C",8
"YDL167C",12
"YDL168W",222
"YDL169C",45
"YDL170W",107
"YDL171C",984
"YDL172C",25
"YDL173W",30
"YDL174C",207
"YDL175C",36
"YDL176W",37
"YDL177C",12
"YDL178W",78
"YDL179W",9
"YDL180W",51
"YDL181W",152
"YDL182W",45
"YDL183C",32
"YDL184C",50
"YDL185C-A",66
"YDL185W",770
"YDL186W",5
"YDL187C",0
"YDL188C",104
"YDL189W",9
"YDL190C",99
"YDL191W",6
"YDL192W",88
"YDL193W",17
"YDL194W",78
"YDL195W",164
"YDL196W",6
"YDL197C",28
"YDL198C",97
"YDL199C",55
"YDL200C",11
"YDL201W",30
"YDL202W",14
"YDL203C",27
"YDL204W",190
"YDL205C",70
"YDL206W",126
"YDL207W",102
"YDL208W",44
"YDL209C",11
"YDL210W",168
"YDL211C",5
"YDL212W",80
"YDL213C",34
"YDL214C",50
"YDL215C",291
"YDL216C",18
"YDL217C",11
"YDL218W",9
"YDL219W",7
"YDL220C",22
"YDL221W",5
"YDL222C",17
"YDL223C",723
"YDL224C",38
"YDL225W",34
"YDL226C",20
"YDL227C",6
"YDL228C",20
"YDL229W",51
"YDL230W",43
"YDL231C",265
"YDL232W",22
"YDL233W",22
"YDL234C",91
"YDL235C",28
"YDL236W",121
"YDL237W",120
"YDL238C",71
"YDL239C",291
"YDL240C-A",1
"YDL240W",51
"YDL241W",3
"YDL242W",2
"YDL243C",22
"YDL244W",0
"YDL245C",0
"YDL246C",0
"YDL247W",0
"YDL247W-A",0
"YDL248W",9
"YDR001C",463
"YDR002W",157
"YDR003W",42
"YDR003W-A",23
"YDR004W",29
"YDR005C",87
"YDR006C",195
"YDR007W",32
"YDR008C",17
"YDR009W",14
"YDR010C",3
"YDR011W",247
"YDR012W",34
"YDR013W",10
"YDR014W",14
"YDR014W-A",1
"YDR015C",1
"YDR016C",8
"YDR017C",110
"YDR018C",15
"YDR019C",49
"YDR020C",9
"YDR021W",22
"YDR022C",33
"YDR023W",101
"YDR024W",0
"YDR025W",51
"YDR026C",62
"YDR027C",100
"YDR028C",237
"YDR029W",18
"YDR030C",82
"YDR031W",33
"YDR032C",98
"YDR033W",670
"YDR034C",144
"YDR034C-A",0
"YDR034C-C",0
"YDR034C-D",0
"YDR034W-B",3
"YDR035W",150
"YDR036C",51
"YDR037W",182
"YDR038C",5
"YDR039C",0
"YDR040C",2
"YDR041W",44
"YDR042C",13
"YDR043C",170
"YDR044W",33
"YDR045C",12
"YDR046C",7
"YDR047W",49
"YDR048C",0
"YDR049W",32
"YDR050C",2537
"YDR051C",61
"YDR052C",83
"YDR053W",25
"YDR054C",73
"YDR055W",152
"YDR056C",54
"YDR057W",34
"YDR058C",38
"YDR059C",79
"YDR060W",64
"YDR061W",86
"YDR062W",80
"YDR063W",25
"YDR064W",182
"YDR065W",14
"YDR066C",6
"YDR067C",30
"YDR068W",25
"YDR069C",101
"YDR070C",544
"YDR071C",38
"YDR072C",89
"YDR073W",23
"YDR074W",590
"YDR075W",16
"YDR076W",27
"YDR077W",1920
"YDR078C",19
"YDR079C-A",12
"YDR079W",58
"YDR080W",50
"YDR081C",90
"YDR082W",35
"YDR083W",22
"YDR084C",44
"YDR085C",51
"YDR086C",53
"YDR087C",20
"YDR088C",31
"YDR089W",172
"YDR090C",80
"YDR091C",92
"YDR092W",60
"YDR093W",79
"YDR094W",0
"YDR095C",2
"YDR096W",165
"YDR097C",44
"YDR098C",23
"YDR098C-A",0
"YDR098C-B",0
"YDR099W",380
"YDR100W",21
"YDR101C",24
"YDR102C",1
"YDR103W",23
"YDR104C",58
"YDR105C",121
"YDR106W",4
"YDR107C",29
"YDR108W",40
"YDR109C",43
"YDR110W",33
"YDR111C",22
"YDR112W",6
"YDR113C",13
"YDR114C",7
"YDR115W",41
"YDR116C",49
"YDR117C",23
"YDR118W",19
"YDR118W-A",1
"YDR119W",85
"YDR119W-A",1063
"YDR120C",39
"YDR121W",12
"YDR122W",154
"YDR123C",29
"YDR124W",14
"YDR125C",21
"YDR126W",11
"YDR127W",134
"YDR128W",73
"YDR129C",216
"YDR130C",27
"YDR131C",32
"YDR132C",30
"YDR133C",131
"YDR135C",254
"YDR136C",0
"YDR137W",41
"YDR138W",38
"YDR139C",37
"YDR140W",36
"YDR141C",119
"YDR142C",17
"YDR143C",42
"YDR144C",3
"YDR145W",28
"YDR146C",0
"YDR147W",43
"YDR148C",301
"YDR149C",48
"YDR150W",450
"YDR151C",64
"YDR152W",36
"YDR153C",43
"YDR154C",14
"YDR155C",244
"YDR156W",1
"YDR157W",3
"YDR158W",139
"YDR159W",79
"YDR160W",36
"YDR161W",35
"YDR162C",18
"YDR163W",22
"YDR164C",39
"YDR165W",20
"YDR166C",102
"YDR167W",29
"YDR168W",104
"YDR169C",76
"YDR169C-A",1
"YDR170C",264
"YDR170W-A",0
"YDR171W",315
"YDR172W",67
"YDR173C",75
"YDR174W",61
"YDR175C",25
"YDR176W",34
"YDR177W",87
"YDR178W",378
"YDR179C",7
"YDR179W-A",23
"YDR180W",43
"YDR181C",25
"YDR182W",90
"YDR182W-A",14
"YDR183C-A",1
"YDR183W",10
"YDR184C",17
"YDR185C",25
"YDR186C",228
"YDR187C",21
"YDR188W",106
"YDR189W",50
"YDR190C",63
"YDR191W",7
"YDR192C",13
"YDR193W",3
"YDR194C",136
"YDR194W-A",0
"YDR195W",47
"YDR196C",52
"YDR197W",35
"YDR198C",13
"YDR199W",17
"YDR200C",41
"YDR201W",2
"YDR202C",32
"YDR203W",18
"YDR204W",64
"YDR205W",57
"YDR206W",59
"YDR207C",43
"YDR208W",164
"YDR209C",16
"YDR210C-C",0
"YDR210C-D",0
"YDR210W",11
"YDR210W-A",0
"YDR210W-B",0
"YDR211W",93
"YDR212W",75
"YDR213W",41
"YDR214W",93
"YDR215C",8
"YDR216W",180
"YDR217C",74
"YDR218C",1
"YDR219C",36
"YDR220C",1
"YDR221W",59
"YDR222W",33
"YDR223W",109
"YDR224C",191
"YDR225W",64
"YDR226W",149
"YDR227W",100
"YDR228C",32
"YDR229W",26
"YDR230W",49
"YDR231C",97
"YDR232W",155
"YDR233C",153
"YDR234W",50
"YDR235W",27
"YDR236C",31
"YDR237W",43
"YDR238C",191
"YDR239C",31
"YDR240C",19
"YDR241W",2
"YDR242W",127
"YDR243C",53
"YDR244W",90
"YDR245W",74
"YDR246W",46
"YDR246W-A",1
"YDR247W",198
"YDR248C",50
"YDR249C",37
"YDR250C",2
"YDR251W",107
"YDR252W",3
"YDR253C",9
"YDR254W",61
"YDR255C",77
"YDR256C",49
"YDR257C",13
"YDR258C",382
"YDR259C",16
"YDR260C",26
"YDR261C",61
"YDR261C-C",0
"YDR261C-D",0
"YDR261W-A",0
"YDR261W-B",0
"YDR262W",187
"YDR263C",31
"YDR264C",73
"YDR265W",31
"YDR266C",59
"YDR267C",23
"YDR268W",6
"YDR269C",7
"YDR270W",90
"YDR271C",29
"YDR272W",134
"YDR273W",48
"YDR274C",7
"YDR275W",97
"YDR276C",561
"YDR277C",95
"YDR278C",0
"YDR279W",24
"YDR280W",26
"YDR281C",21
"YDR282C",18
"YDR283C",173
"YDR284C",129
"YDR285W",15
"YDR286C",19
"YDR287W",25
"YDR288W",28
"YDR289C",27
"YDR290W",0
"YDR291W",57
"YDR292C",27
"YDR293C",997
"YDR294C",65
"YDR295C",31
"YDR296W",28
"YDR297W",176
"YDR298C",229
"YDR299W",16
"YDR300C",41
"YDR301W",57
"YDR302W",21
"YDR303C",42
"YDR304C",139
"YDR305C",27
"YDR306C",90
"YDR307W",56
"YDR308C",6
"YDR309C",39
"YDR310C",107
"YDR311W",47
"YDR312W",18
"YDR313C",144
"YDR314C",53
"YDR315C",21
"YDR316W",56
"YDR316W-A",0
"YDR316W-B",0
"YDR317W",29
"YDR318W",28
"YDR319C",43
"YDR320C",33
"YDR320C-A",15
"YDR320W-B",0
"YDR321W",13
"YDR322C-A",117
"YDR322W",65
"YDR323C",20
"YDR324C",14
"YDR325W",24
"YDR326C",156
"YDR327W",33
"YDR328C",60
"YDR329C",84
"YDR330W",51
"YDR331W",40
"YDR332W",30
"YDR333C",44
"YDR334W",97
"YDR335W",160
"YDR336W",15
"YDR337W",24
"YDR338C",87
"YDR339C",32
"YDR340W",0
"YDR341C",124
"YDR342C",4
"YDR343C",2
"YDR344C",4
"YDR345C",2014
"YDR346C",115
"YDR347W",52
"YDR348C",47
"YDR349C",70
"YDR350C",44
"YDR351W",65
"YDR352W",43
"YDR353W",82
"YDR354C-A",4
"YDR354W",14
"YDR355C",1
"YDR356W",53
"YDR357C",17
"YDR358W",70
"YDR359C",70
"YDR360W",5
"YDR361C",53
"YDR362C",40
"YDR363W",37
"YDR363W-A",28
"YDR364C",24
"YDR365C",53
"YDR365W-A",0
"YDR365W-B",0
"YDR366C",5
"YDR367W",36
"YDR368W",141
"YDR369C",30
"YDR370C",31
"YDR371C-A",3
"YDR371W",14
"YDR372C",75
"YDR373W",40
"YDR374C",1
"YDR374W-A",18
"YDR375C",71
"YDR376W",45
"YDR377W",238
"YDR378C",44
"YDR379C-A",49
"YDR379W",120
"YDR380W",13
