"gene_id","count"
"Q0158",63667
"Q0020",49977
"YJL052W",14825
"YKL060C",10763
"YCR012W",9122
"LSR1",6868
"YGL008C",5670
"YCR013C",4909
"YNL160W",4414
"YLR110C",4313
"YKL096W-A",4247
"Q0130",3856
"YPR194C",3695
"YGL055W",3595
"YBR054W",3459
"YCR021C",3249
"YLR142W",3006
"YKL152C",2861
"YAL038W",2795
"YDR050C",2778
