"gene_id","count","log10_count"
"YCR035C",58,1.77085201164214
"YCR036W",76,1.88649072517248
"YCR037C",45,1.66275783168157
"YCR038C",8,0.954242509439325
"YCR038W-A",0,0
"YCR039C",0,0
"YCR040W",0,0
"YCR041W",6,0.845098040014257
"YCR042C",100,2.00432137378264
"YCR043C",39,1.60205999132796
"YCR044C",50,1.70757017609794
"YCR045C",6,0.845098040014257
"YCR045W-A",0,0
"YCR046C",39,1.60205999132796
"YCR047C",25,1.41497334797082
"YCR047W-A",12,1.11394335230684
"YCR048W",6,0.845098040014257
"YCR049C",0,0
"YCR050C",1,0.301029995663981
"YCR051W",22,1.36172783601759
"YCR052W",10,1.04139268515822
"YCR053W",88,1.94939000664491
"YCR054C",30,1.49136169383427
"YCR057C",43,1.64345267648619
"YCR059C",11,1.07918124604762
"YCR060W",9,1
"YCR061W",5,0.778151250383644
"YCR063W",11,1.07918124604762
"YCR064C",3,0.602059991327962
"YCR065W",40,1.61278385671974
"YCR066W",22,1.36172783601759
"YCR067C",47,1.68124123737559
"YCR068W",12,1.11394335230684
"YCR069W",64,1.81291335664286
"YCR071C",24,1.39794000867204
"YCR072C",19,1.30102999566398
"YCR073C",33,1.53147891704226
"YCR073W-A",10,1.04139268515822
"YCR075C",18,1.27875360095283
"YCR075W-A",27,1.44715803134222
"YCR076C",20,1.32221929473392
"YCR077C",44,1.65321251377534
"YCR079W",35,1.55630250076729
"YCR081C-A",4,0.698970004336019
"YCR081W",48,1.69019608002851
"YCR082W",124,2.09691001300806
"YCR083W",86,1.93951925261862
"YCR084C",33,1.53147891704226
"YCR085W",2,0.477121254719662
"YCR086W",15,1.20411998265592
"YCR087C-A",19,1.30102999566398
"YCR087W",10,1.04139268515822
"YCR088W",50,1.70757017609794
"YCR089W",11,1.07918124604762
"YCR090C",26,1.43136376415899
"YCR091W",23,1.38021124171161
"YCR092C",36,1.56820172406699
"YCR093W",224,2.35218251811136
"YCR094W",12,1.11394335230684
"YCR095C",46,1.67209785793572
"YCR095W-A",1,0.301029995663981
"YCR096C",0,0
"YCR097W",87,1.94448267215017
"YCR097W-A",0,0
"YCR098C",243,2.38738982633873
"YCR099C",6,0.845098040014257
"YCR100C",11,1.07918124604762
"YCR101C",13,1.14612803567824
"YCR102C",71,1.85733249643127
"YCR102W-A",1,0.301029995663981
"YCR104W",1,0.301029995663981
"YCR105W",1514,3.18041263283832
"YCR106W",92,1.96848294855394
"YCR107W",49,1.69897000433602
"YCR108C",0,0
"YDL001W",46,1.67209785793572
"YDL002C",61,1.79239168949825
"YDL003W",66,1.82607480270083
"YDL004W",941,2.97405090279288
"YDL005C",90,1.95904139232109
