"gene_id","count"
"Q0158",222714
"Q0020",165998
"YLR110C",7071
"Q0130",5765
"LSR1",5073
"YKL060C",5068
"Q0250",4546
"Q0045",4322
"SCR1",3790
"YMR251W-A",3669
"YNR034W-A",3491
"YGL008C",3445
"YNL160W",3310
"YJR121W",3282
"YBR054W",3124
"YDR524C-B",3092
"YEL009C",2849
"Q0275",2710
"YGR234W",2676
"YPR194C",2593
