"gene_id","count"
"Q0158",14761
"Q0020",13234
"LSR1",7857
"SCR1",5048
"YLR110C",4730
"snR19",4066
"snR17a",3191
"snR37",3182
"YKL060C",2952
"YPR194C",2031
"Q0250",1913
"YGL008C",1835
"YJR121W",1743
"YMR251W-A",1708
"YKL182W",1675
"YGR234W",1561
"YLR304C",1544
"YCR012W",1491
"YNL160W",1473
"YGR032W",1410
