"","SRR10551660","SRR10551661","SRR10551662","SRR10551663","SRR10551664","SRR10551665"
"YMR276W",28,30,28,15,22,16
"YMR277W",43,64,23,37,55,45
"YMR278W",118,82,52,181,203,207
"YMR279C",29,22,18,48,57,55
"YMR280C",170,191,93,77,94,109
"YMR281W",43,59,22,29,35,48
"YMR282C",150,118,50,54,50,50
"YMR283C",43,22,22,25,29,38
"YMR284W",34,30,11,14,25,38
"YMR285C",87,90,54,44,53,66
"YMR286W",166,205,45,57,52,82
"YMR287C",108,72,41,65,75,70
"YMR288W",97,50,56,51,69,69
"YMR289W",27,25,20,19,23,25
"YMR290C",68,34,16,20,31,34
"YMR290W-A",5,4,2,1,1,2
"YMR291W",79,91,56,81,81,93
"YMR292W",54,56,46,44,35,42
"YMR293C",40,38,16,43,42,35
"YMR294W",48,45,6,25,33,32
"YMR294W-A",247,207,140,164,183,170
"YMR295C",421,356,217,240,298,298
"YMR296C",55,63,32,32,36,30
"YMR297W",513,378,394,779,854,754
"YMR298W",133,132,52,101,102,121
"YMR299C",42,30,16,26,25,36
"YMR300C",41,58,40,24,24,35
"YMR301C",49,74,35,27,28,38
"YMR302C",383,361,135,154,203,192
"YMR303C",13,9,13,12,7,4
"YMR304C-A",33,40,19,22,26,29
"YMR304W",227,197,107,366,423,389
"YMR305C",496,195,392,30,33,21
"YMR306C-A",5,3,0,11,8,17
"YMR306W",47,41,40,58,56,56
"YMR307C-A",82,16,56,28,28,24
"YMR307W",699,334,413,244,230,227
"YMR308C",164,82,101,98,117,95
"YMR309C",193,90,82,73,90,96
"YMR310C",28,24,20,22,19,22
"YMR311C",232,502,72,149,197,221
"YMR312W",34,23,13,31,29,34
"YMR313C",71,73,43,75,90,85
"YMR314W",195,166,108,87,81,88
"YMR315W",147,141,72,300,314,296
"YMR315W-A",0,2,1,2,0,2
"YMR316C-A",9,13,6,17,14,18
"YMR316C-B",6,14,8,32,31,24
"YMR316W",24,22,14,39,41,34
"YMR317W",42,42,24,93,97,94
"YMR318C",94,51,70,79,94,78
"YMR319C",28,32,20,215,312,230
"YMR320W",8,7,3,29,26,24
"YMR321C",1,1,2,0,1,1
"YMR322C",0,0,0,0,0,0
"YMR323W",0,0,0,0,0,0
"YMR324C",0,0,0,0,0,0
"YMR325W",0,0,0,0,0,0
"YMR326C",0,0,0,0,0,2
"YNL001W",65,44,10,24,29,27
"YNL002C",146,136,38,42,57,63
"YNL003C",24,19,16,25,25,18
"YNL004W",111,104,58,78,91,91
"YNL005C",262,227,101,96,135,129
"YNL006W",111,97,57,34,40,35
"YNL007C",377,746,127,214,282,273
"YNL008C",59,53,30,52,70,51
"YNL009W",40,24,9,41,52,37
"YNL010W",176,109,96,66,114,95
"YNL011C",44,48,25,51,71,63
"YNL012W",14,11,6,14,18,15
"YNL013C",7,6,3,8,9,8
"YNL014W",41,41,29,44,51,61
"YNL015W",707,942,202,284,345,392
"YNL016W",203,208,80,117,133,155
"YNL017C",0,0,0,1,1,1
"YNL018C",0,0,1,0,0,0
"YNL019C",0,0,0,0,0,0
"YNL020C",60,49,54,56,65,51
"YNL021W",62,45,39,50,61,60
"YNL022C",77,64,59,32,54,45
"YNL023C",74,58,46,97,88,133
"YNL024C",5,8,3,7,12,7
"YNL024C-A",61,27,59,38,42,37
"YNL025C",21,18,15,15,17,19
"YNL026W",72,48,29,30,24,24
"YNL027W",74,66,29,50,65,79
"YNL028W",1,5,2,1,3,2
"YNL029C",74,74,37,62,78,76
"YNL030W",165,137,70,19,27,30
"YNL031C",1030,916,505,358,417,462
"YNL032W",47,32,17,23,47,44
"YNL033W",0,0,0,0,0,0
"YNL034W",0,0,1,0,0,0
"YNL035C",18,13,4,6,11,8
"YNL036W",767,668,248,33,54,53
"YNL037C",919,722,541,251,315,263
"YNL038W",48,37,20,21,32,17
"YNL039W",91,134,24,65,107,91
"YNL040W",16,15,4,14,24,24
"YNL041C",80,67,32,53,79,74
"YNL042W",16,22,11,29,32,42
"YNL042W-B",0,0,0,3,2,1
"YNL043C",62,37,46,32,32,26
"YNL044W",94,71,90,39,45,54
"YNL045W",60,60,29,49,60,50
"YNL046W",19,13,12,6,15,10
"YNL047C",44,27,14,17,32,31
"YNL048W",76,64,27,46,62,62
"YNL049C",45,35,38,62,75,61
"YNL050C",39,62,2,24,19,28
"YNL051W",44,44,8,13,18,23
"YNL052W",2001,1778,1328,567,640,642
"YNL053W",46,42,47,36,39,37
"YNL054W",101,81,37,93,129,142
"YNL054W-A",0,0,0,0,0,0
"YNL054W-B",0,0,0,0,0,0
"YNL055C",1384,1143,802,570,662,542
"YNL056W",44,43,12,27,22,31
"YNL057W",8,9,3,11,3,5
"YNL058C",12,10,4,9,18,9
"YNL059C",86,162,20,54,50,75
"YNL061W",50,91,28,40,61,52
"YNL062C",19,18,18,10,13,10
"YNL063W",35,42,13,23,34,27
"YNL064C",485,386,207,229,286,254
"YNL065W",57,27,27,86,95,104
"YNL066W",83,78,49,36,21,32
"YNL067W",328,153,188,77,77,80
"YNL067W-A",0,0,0,1,0,0
"YNL067W-B",0,0,0,1,1,1
"YNL068C",83,74,34,54,69,76
"YNL069C",461,244,255,124,142,136
"YNL070W",123,148,67,38,46,54
"YNL071W",220,177,122,117,106,90
"YNL072W",10,11,5,6,8,7
"YNL073W",98,104,78,100,103,77
"YNL074C",82,90,46,195,228,196
"YNL075W",39,22,17,19,27,27
"YNL076W",50,58,23,53,42,52
"YNL077W",153,235,101,90,109,104
"YNL078W",18,21,14,21,24,12
"YNL079C",513,622,137,125,194,229
"YNL080C",36,58,24,52,35,46
"YNL081C",128,144,37,41,49,49
"YNL082W",50,45,15,27,40,44
"YNL083W",47,31,22,50,53,42
"YNL084C",133,108,19,57,75,93
"YNL085W",146,104,64,103,128,140
"YNL086W",14,10,3,8,7,8
"YNL087W",102,81,48,113,133,174
"YNL088W",200,212,58,128,141,153
"YNL089C",36,25,18,16,15,19
"YNL090W",43,36,17,11,27,23
"YNL091W",145,345,57,156,202,233
"YNL092W",23,18,14,30,36,46
"YNL093W",25,32,7,20,28,23
"YNL094W",48,40,28,55,64,53
"YNL095C",26,24,25,27,22,32
"YNL096C",236,191,113,70,68,92
"YNL097C",68,72,32,38,44,39
"YNL097C-B",2,2,3,2,0,5
"YNL097W-A",17,21,6,12,13,12
"YNL098C",159,209,62,76,99,88
"YNL099C",59,73,21,32,41,48
"YNL100W",194,187,67,96,118,113
"YNL101W",230,149,146,411,454,415
"YNL102W",94,115,44,62,76,81
"YNL103W",82,160,26,70,72,84
"YNL103W-A",27,14,23,15,6,6
"YNL104C",712,576,478,397,358,290
"YNL105W",3,2,3,3,4,4
"YNL106C",12,14,9,33,46,26
"YNL107W",46,61,11,28,24,37
"YNL108C",23,38,15,30,26,31
"YNL109W",20,32,12,23,31,24
"YNL110C",58,106,15,34,31,41
"YNL111C",78,44,22,61,80,95
"YNL112W",77,22,38,104,92,95
"YNL113W",90,79,38,20,21,28
"YNL114C",48,47,18,10,14,17
"YNL115C",148,137,70,200,250,227
"YNL116W",38,28,25,45,42,40
"YNL117W",534,382,287,166,182,188
"YNL118C",158,161,40,103,151,187
"YNL119W",65,46,10,27,32,33
"YNL120C",8,7,2,10,7,8
"YNL121C",531,477,145,212,251,271
"YNL122C",32,43,13,15,13,23
"YNL123W",121,109,99,119,136,109
"YNL124W",41,38,11,38,43,45
"YNL125C",181,188,122,184,189,187
"YNL126W",46,36,19,26,34,40
"YNL127W",31,27,23,57,59,60
"YNL128W",10,8,6,12,26,12
"YNL129W",27,22,5,58,89,93
"YNL130C",119,98,79,108,108,102
"YNL130C-A",3,5,1,5,8,11
"YNL131W",212,156,55,50,67,67
"YNL132W",80,88,23,34,47,41
"YNL133C",50,111,17,21,45,43
"YNL134C",766,896,472,255,277,276
"YNL135C",220,190,98,103,100,115
"YNL136W",48,241,19,27,47,55
"YNL137C",215,177,107,127,151,135
"YNL138W",76,108,41,90,90,98
"YNL138W-A",19,20,3,8,14,12
"YNL139C",119,66,67,136,174,173
"YNL140C",0,0,0,0,0,0
"YNL141W",40,37,20,346,361,298
"YNL142W",912,573,746,1804,2001,1756
"YNL143C",9,5,1,10,18,8
"YNL144C",83,99,37,139,178,166
"YNL144W-A",11,8,2,13,9,15
"YNL145W",15,17,7,6,3,5
"YNL146C-A",9,13,0,1,6,8
"YNL146W",11,7,1,9,6,2
"YNL147W",66,148,20,20,38,49
"YNL148C",16,12,6,6,11,7
"YNL149C",134,109,59,48,64,66
"YNL150W",128,117,60,41,69,64
"YNL151C",39,62,12,22,24,25
"YNL152W",36,30,19,21,27,31
"YNL153C",49,30,24,16,28,18
"YNL154C",121,109,47,69,88,77
"YNL155W",93,109,34,61,68,69
"YNL156C",147,90,64,152,148,176
"YNL157W",138,190,56,78,121,118
"YNL158W",35,21,17,8,10,11
"YNL159C",49,36,27,44,59,53
"YNL160W",3310,3506,1473,4308,4414,3798
"YNL161W",75,58,29,47,68,63
"YNL162W",51,57,24,25,29,19
"YNL162W-A",13,6,1,3,5,2
"YNL163C",84,59,54,77,88,82
"YNL164C",23,23,11,16,31,26
"YNL165W",40,25,16,31,41,43
"YNL166C",50,45,21,16,17,36
"YNL167C",77,121,30,95,102,85
"YNL168C",93,68,59,55,78,86
"YNL169C",77,92,53,88,80,73
"YNL170W",25,27,10,32,40,28
"YNL171C",17,18,2,8,12,15
"YNL172W",99,52,50,96,94,90
"YNL173C",48,57,18,64,75,73
"YNL174W",45,57,14,7,14,16
"YNL175C",97,112,21,26,34,39
"YNL176C",185,133,77,182,203,227
"YNL177C",135,120,42,41,75,55
"YNL178W",908,521,394,217,278,280
"YNL179C",16,17,3,14,24,16
"YNL180C",104,343,29,102,137,136
"YNL181W",118,93,53,56,69,69
"YNL182C",45,20,23,16,19,16
"YNL183C",269,158,102,199,226,265
"YNL184C",6,1,2,3,1,1
"YNL185C",45,53,21,28,27,33
"YNL186W",161,215,63,172,201,196
"YNL187W",11,10,6,13,13,8
"YNL188W",43,44,4,13,17,20
"YNL189W",147,99,75,85,91,104
"YNL190W",106,83,81,125,130,113
"YNL191W",77,67,35,37,33,31
"YNL192W",190,142,141,118,133,120
"YNL193W",72,81,32,60,51,48
"YNL194C",39,57,13,71,90,69
"YNL195C",48,66,17,150,166,183
"YNL196C",7,14,4,4,14,2
"YNL197C",104,65,63,73,77,87
"YNL198C",2,1,0,3,4,5
"YNL199C",51,69,17,59,51,58
"YNL200C",137,126,75,218,237,220
"YNL201C",83,60,22,82,96,96
"YNL202W",12,5,12,19,14,16
"YNL203C",2,2,4,7,7,14
"YNL204C",3,3,0,11,11,4
"YNL205C",1,2,1,2,3,2
"YNL206C",60,50,16,40,45,42
"YNL207W",47,23,23,32,28,25
"YNL208W",725,624,553,294,340,333
"YNL209W",270,153,187,142,160,127
"YNL210W",1,1,2,0,0,3
"YNL211C",13,18,2,0,5,1
"YNL212W",247,181,132,124,159,148
"YNL213C",98,164,25,45,68,56
"YNL214W",21,33,13,23,33,39
"YNL215W",43,73,14,57,40,70
"YNL216W",41,43,23,37,45,34
"YNL217W",372,442,125,104,97,112
"YNL218W",54,28,24,34,48,41
"YNL219C",101,78,72,85,84,85
"YNL220W",347,292,196,155,208,159
"YNL221C",66,67,48,60,58,61
"YNL222W",11,24,13,13,7,13
"YNL223W",65,44,34,49,54,42
"YNL224C",60,53,30,27,57,56
"YNL225C",63,96,13,25,31,26
"YNL226W",3,9,2,3,2,4
"YNL227C",44,67,17,40,38,27
"YNL228W",15,49,5,19,19,24
"YNL229C",77,109,32,26,37,37
"YNL230C",19,25,11,25,35,19
"YNL231C",369,474,150,198,241,208
"YNL232W",61,47,34,53,62,54
"YNL233W",88,90,28,48,67,64
"YNL234W",102,95,46,153,197,191
"YNL235C",14,12,11,6,10,9
"YNL236W",74,45,25,39,63,55
"YNL237W",66,69,55,59,63,65
"YNL238W",77,80,60,73,96,100
"YNL239W",279,173,163,225,249,227
"YNL240C",56,40,28,27,34,36
"YNL241C",192,219,180,74,62,70
"YNL242W",78,51,57,141,164,148
"YNL243W",155,173,105,87,111,94
"YNL244C",297,272,139,144,170,210
"YNL245C",34,40,16,17,22,23
"YNL246W",51,30,26,27,23,26
"YNL247W",103,79,28,23,57,44
"YNL248C",61,31,29,19,24,27
"YNL249C",44,39,18,25,20,21
"YNL250W",80,94,27,40,53,73
"YNL251C",151,136,80,93,122,120
"YNL252C",70,50,24,25,30,38
"YNL253W",28,22,16,22,25,25
"YNL254C",39,30,18,48,62,68
"YNL255C",254,272,116,110,139,142
"YNL256W",88,54,41,43,54,40
"YNL257C",94,77,42,56,89,89
"YNL258C",86,95,29,64,82,60
"YNL259C",38,41,11,13,17,20
"YNL260C",19,20,6,10,11,6
"YNL261W",48,28,22,24,28,19
"YNL262W",125,122,60,108,98,114
"YNL263C",61,41,48,37,31,33
"YNL264C",20,19,13,53,62,51
"YNL265C",76,83,27,43,48,37
"YNL266W",32,50,13,16,32,25
"YNL267W",89,100,41,82,114,100
"YNL268W",207,177,112,140,166,169
"YNL269W",4,3,2,20,16,9
"YNL270C",14,10,5,19,26,24
"YNL271C",231,346,95,418,484,500
"YNL272C",68,52,22,39,48,53
"YNL273W",107,92,55,57,65,57
"YNL274C",330,270,185,233,299,274
"YNL275W",57,40,40,50,57,58
"YNL276C",51,87,50,27,35,14
"YNL277W",176,193,122,84,73,64
"YNL277W-A",6,8,0,4,2,5
"YNL278W",35,28,26,37,54,45
"YNL279W",18,13,11,4,13,7
"YNL280C",76,50,59,71,67,61
"YNL281W",149,172,63,50,54,58
"YNL282W",7,10,3,6,11,9
"YNL283C",30,21,23,21,36,28
"YNL284C",125,128,56,49,67,62
"YNL284C-A",0,0,0,0,0,0
"YNL284C-B",0,0,0,0,0,0
"YNL285W",0,0,0,0,0,0
"YNL286W",23,50,11,18,47,45
"YNL287W",183,100,89,115,120,107
"YNL288W",60,42,32,53,52,55
"YNL289W",39,39,14,5,3,3
"YNL290W",40,28,15,19,21,15
"YNL291C",37,24,17,29,28,39
"YNL292W",38,26,11,24,29,22
"YNL293W",32,37,15,26,39,42
"YNL294C",68,57,37,29,55,52
"YNL295W",45,42,13,43,48,40
"YNL296W",5,0,3,4,4,6
"YNL297C",140,109,82,144,152,137
"YNL298W",37,38,15,34,31,37
"YNL299W",53,58,21,32,42,54
"YNL300W",8,6,1,4,5,3
"YNL301C",46,52,14,26,37,33
"YNL302C",220,136,103,66,55,57
"YNL303W",5,17,6,6,8,4
"YNL304W",25,24,9,18,16,26
"YNL305C",184,186,126,109,129,127
"YNL306W",178,182,87,110,140,114
"YNL307C",108,44,72,102,99,96
"YNL308C",113,242,25,36,73,63
"YNL309W",16,20,13,5,11,13
"YNL310C",49,63,35,28,33,35
"YNL311C",77,50,34,56,86,87
"YNL312W",49,33,21,24,23,25
"YNL313C",66,57,39,40,59,47
"YNL314W",36,31,12,31,35,30
"YNL315C",100,106,48,91,138,99
"YNL316C",29,21,8,11,13,10
"YNL317W",29,20,13,23,23,18
"YNL318C",1,8,1,1,1,2
"YNL319W",0,3,1,2,0,3
"YNL320W",31,22,17,20,27,22
"YNL321W",48,45,35,80,84,80
"YNL322C",69,139,48,104,82,91
"YNL323W",87,76,48,70,86,92
"YNL324W",3,4,2,2,5,2
"YNL325C",34,31,20,19,34,31
"YNL326C",26,17,12,18,7,12
"YNL327W",90,77,65,21,33,37
"YNL328C",5,4,6,6,5,3
"YNL329C",104,76,48,102,108,97
"YNL330C",89,89,56,72,77,71
"YNL331C",20,16,6,12,12,8
"YNL332W",0,0,0,0,0,0
"YNL333W",0,0,0,0,0,0
"YNL334C",0,0,0,0,0,0
"YNL335W",0,0,0,0,0,0
"YNL336W",0,0,0,0,0,0
"YNL337W",0,0,0,0,0,0
"YNL338W",0,0,0,0,0,0
"YNL339C",0,0,0,0,0,0
"YNL339W-A",0,0,0,0,0,0
"YNL339W-B",0,0,0,0,0,0
"YNR001C",1951,1580,1143,462,516,529
"YNR001W-A",0,0,0,0,0,0
"YNR002C",11,28,10,47,43,44
"YNR003C",23,20,9,21,24,28
"YNR003W-A",3,7,0,3,2,2
"YNR004W",15,9,7,9,17,19
"YNR005C",9,6,5,4,7,10
"YNR006W",96,76,35,46,67,60
"YNR007C",36,43,21,39,52,58
"YNR008W",33,32,27,28,25,45
"YNR009W",26,29,10,29,17,9
"YNR010W",28,31,9,7,7,16
"YNR011C",44,29,12,37,41,44
"YNR012W",65,34,26,77,73,76
"YNR013C",49,56,28,58,83,78
"YNR014W",19,17,5,26,30,37
"YNR015W",17,21,14,9,12,8
"YNR016C",1094,734,765,776,875,829
"YNR017W",51,59,25,50,34,35
"YNR018W",266,284,137,149,140,159
"YNR019W",33,51,22,102,112,90
"YNR020C",54,72,22,23,41,36
"YNR021W",94,80,42,30,24,32
"YNR022C",119,144,32,17,27,39
"YNR023W",53,43,16,36,33,29
"YNR024W",40,78,5,15,22,31
"YNR025C",33,57,11,13,21,15
"YNR026C",72,41,43,23,29,30
"YNR027W",14,15,15,7,9,7
"YNR028W",82,62,21,22,34,30
"YNR029C",53,29,13,31,25,38
"YNR030W",76,57,36,52,59,34
"YNR031C",137,105,78,151,188,171
"YNR032C-A",36,40,25,33,33,31
"YNR032W",30,37,25,27,32,33
"YNR033W",56,33,37,42,57,49
"YNR034W",28,26,16,35,49,42
"YNR034W-A",3491,6922,986,94,126,130
"YNR035C",94,110,30,66,73,89
"YNR036C",222,176,147,134,147,128
"YNR037C",26,46,12,12,19,20
"YNR038W",41,30,18,36,43,39
"YNR039C",43,40,15,25,25,32
"YNR040W",23,23,10,11,14,7
"YNR041C",53,48,47,38,30,41
"YNR042W",13,6,11,14,3,13
"YNR043W",105,94,75,106,98,94
"YNR044W",31,26,9,20,19,21
"YNR045W",96,90,41,67,91,74
"YNR046W",25,34,12,20,19,10
"YNR047W",108,91,61,155,157,165
"YNR048W",26,9,10,27,21,24
"YNR049C",37,36,4,16,9,12
"YNR050C",133,99,67,45,48,51
"YNR051C",145,298,34,85,94,124
"YNR052C",38,31,26,55,65,57
"YNR053C",75,34,43,55,61,60
"YNR054C",28,48,3,15,14,15
"YNR055C",99,78,61,131,144,113
"YNR056C",15,20,8,18,16,27
"YNR057C",6,9,10,4,2,5
"YNR058W",5,8,8,6,6,12
"YNR059W",28,22,20,23,38,17
"YNR060W",8,9,1,1,11,4
"YNR061C",53,37,45,29,32,33
"YNR062C",20,7,4,9,10,6
"YNR063W",17,16,18,28,26,28
"YNR064C",26,15,25,12,8,10
"YNR065C",79,50,42,24,31,26
"YNR066C",45,13,33,24,9,15
"YNR067C",207,181,125,37,41,43
"YNR068C",110,150,33,36,57,64
"YNR069C",167,76,80,55,81,60
"YNR070W",26,23,15,28,37,28
"YNR071C",230,365,106,6,1,5
"YNR072W",86,134,39,4,0,3
"YNR073C",49,155,14,1,0,0
"YNR074C",2,0,0,0,0,0
"YNR075C-A",0,0,0,0,0,0
"YNR075W",0,0,0,0,0,0
"YNR076W",0,0,0,0,0,0
"YNR077C",0,0,0,0,0,0
"YOL001W",46,41,22,32,32,36
"YOL002C",89,81,59,250,294,279
"YOL003C",37,31,20,44,27,48
"YOL004W",167,129,75,139,163,150
"YOL005C",51,51,20,33,36,29
"YOL006C",162,250,27,90,111,124
"YOL007C",22,7,9,5,4,6
"YOL008W",13,16,10,3,6,9
"YOL009C",34,24,12,12,16,20
"YOL010W",46,42,19,19,18,15
"YOL011W",154,140,93,108,143,107
"YOL012C",73,62,47,32,37,27
"YOL013C",85,92,50,60,68,68
"YOL013W-A",0,0,0,0,0,0
"YOL013W-B",0,0,0,0,1,0
"YOL014W",6,1,2,8,8,3
"YOL015W",17,17,5,32,39,28
"YOL016C",167,148,89,69,115,116
"YOL017W",43,26,8,10,15,15
"YOL018C",78,46,30,25,31,47
"YOL019W",46,30,14,42,58,60
"YOL019W-A",0,0,0,0,0,1
"YOL020W",8,9,6,3,7,6
"YOL021C",69,55,41,58,65,59
"YOL022C",72,27,31,38,51,40
"YOL023W",71,99,26,45,65,50
"YOL024W",4,5,2,4,9,5
"YOL025W",48,32,22,47,45,42
"YOL026C",57,62,23,38,42,63
"YOL027C",190,276,68,94,99,119
"YOL028C",21,15,4,5,5,6
"YOL029C",26,42,7,18,15,17
"YOL030W",310,209,238,406,428,407
"YOL031C",79,73,22,18,35,27
"YOL032W",80,100,34,43,59,54
"YOL033W",23,30,19,13,33,15
"YOL034W",93,90,34,57,67,72
"YOL035C",39,79,29,31,72,55
"YOL036W",242,250,168,223,239,230
"YOL037C",33,54,19,54,64,42
"YOL038C-A",1,6,1,0,2,2
"YOL038W",203,275,98,78,129,126
"YOL039W",181,90,107,42,58,59
"YOL040C",499,358,316,191,204,182
"YOL041C",71,67,7,31,32,45
"YOL042W",43,33,23,37,45,33
"YOL043C",26,20,11,19,20,25
"YOL044W",47,40,24,31,44,46
"YOL045W",66,47,16,75,84,84
"YOL046C",4,5,5,7,3,9
"YOL047C",2,2,1,1,4,2
"YOL048C",26,33,16,25,26,41
"YOL049W",132,81,88,39,45,56
"YOL050C",21,35,17,35,48,42
"YOL051W",168,175,58,208,256,238
"YOL052C",58,34,26,19,37,20
"YOL052C-A",358,589,135,848,928,779
"YOL053W",40,38,23,12,11,21
"YOL054W",63,67,25,37,43,50
"YOL055C",30,25,25,109,136,125
"YOL056W",18,17,7,24,21,24
"YOL057W",97,62,44,59,76,56
"YOL058W",595,433,350,145,139,161
"YOL059W",69,45,31,137,143,132
"YOL060C",149,132,49,93,135,135
"YOL061W",101,52,63,101,92,83
"YOL062C",85,56,47,76,75,74
"YOL063C",44,44,39,55,50,56
"YOL064C",180,132,127,83,108,88
"YOL065C",53,35,10,29,45,43
"YOL066C",54,50,35,28,44,36
"YOL067C",17,9,16,17,16,24
"YOL068C",75,105,22,60,65,53
"YOL069W",20,51,10,31,35,30
"YOL070C",42,41,14,20,28,28
"YOL071W",87,64,42,68,52,43
"YOL072W",35,22,24,27,36,26
"YOL073C",29,33,16,18,23,18
"YOL075C",57,42,35,100,120,124
"YOL076W",53,36,22,26,37,38
"YOL077C",83,37,28,15,35,24
"YOL077W-A",552,785,153,111,161,196
"YOL078W",93,70,40,88,94,101
"YOL079W",9,5,4,4,3,6
"YOL080C",25,24,9,9,10,10
"YOL081W",608,546,421,621,730,629
"YOL082W",162,112,73,159,208,219
"YOL083C-A",9,6,4,7,8,7
"YOL083W",45,46,19,49,78,54
"YOL084W",32,39,34,54,55,59
"YOL085C",4,2,2,11,10,9
"YOL085W-A",2,0,3,6,12,4
"YOL086C",442,524,247,1327,1327,1263
"YOL086W-A",60,45,44,33,31,35
"YOL087C",128,157,54,150,189,194
"YOL088C",44,52,18,36,43,49
"YOL089C",101,66,38,74,94,67
"YOL090W",57,35,27,11,23,26
"YOL091W",9,13,1,2,2,7
"YOL092W",86,55,59,83,73,78
"YOL093W",44,31,13,5,13,7
"YOL094C",31,22,13,11,8,20
"YOL095C",24,12,10,17,19,22
"YOL096C",61,44,35,59,64,65
"YOL097C",84,49,49,49,47,53
"YOL097W-A",0,2,1,0,0,0
"YOL098C",116,43,42,66,92,68
"YOL099C",38,85,11,29,33,37
"YOL100W",167,199,34,134,175,189
"YOL101C",3,6,1,6,14,6
"YOL102C",28,24,10,20,21,21
"YOL103W",78,84,41,56,55,58
"YOL103W-A",0,0,0,0,0,0
"YOL103W-B",0,0,0,0,0,0
"YOL104C",6,5,2,5,1,5
"YOL105C",34,26,28,36,42,36
"YOL106W",0,3,0,3,4,4
"YOL107W",25,11,19,17,13,15
"YOL108C",71,71,19,36,49,49
"YOL109W",845,1263,183,160,198,267
"YOL110W",12,7,12,1,9,2
"YOL111C",64,52,34,28,30,33
"YOL112W",91,84,41,45,68,44
"YOL113W",70,57,34,80,96,111
"YOL114C",6,12,2,9,11,7
"YOL115W",62,81,27,56,58,61
"YOL116W",60,55,26,43,45,43
"YOL117W",51,29,30,39,50,44
"YOL118C",11,9,6,7,7,10
"YOL119C",159,110,101,116,137,102
"YOL120C",211,145,110,68,67,74
"YOL121C",131,92,77,36,50,46
"YOL122C",82,70,49,66,86,80
"YOL123W",258,228,54,114,147,153
"YOL124C",27,17,9,5,12,8
"YOL125W",30,44,21,23,34,42
"YOL126C",93,76,68,267,358,313
"YOL127W",903,647,381,289,361,389
"YOL128C",44,45,35,349,345,324
"YOL129W",130,92,105,138,115,93
"YOL130W",70,38,39,104,112,108
"YOL131W",8,6,3,12,13,16
"YOL132W",15,10,11,47,41,42
"YOL133W",81,65,53,29,33,33
"YOL134C",40,23,19,13,19,19
"YOL135C",19,23,7,16,12,10
"YOL136C",119,60,72,191,215,186
"YOL137W",73,47,28,49,64,69
"YOL138C",90,101,38,185,232,228
"YOL139C",225,159,99,80,103,122
"YOL140W",98,84,54,52,42,46
"YOL141W",20,5,25,25,17,20
"YOL142W",60,72,28,31,37,40
"YOL143C",103,76,57,76,78,63
"YOL144W",28,37,5,21,18,21
"YOL145C",144,185,29,72,82,110
"YOL146W",14,20,10,12,16,17
"YOL147C",97,73,74,108,96,88
"YOL148C",67,62,22,35,40,48
"YOL149W",52,61,18,10,22,45
"YOL150C",150,136,116,99,147,114
"YOL151W",449,259,337,296,360,334
"YOL152W",32,22,19,64,79,75
"YOL154W",5,13,5,16,13,12
"YOL155C",261,253,217,211,209,234
"YOL155W-A",0,0,0,0,0,0
"YOL156W",0,0,0,0,0,0
"YOL157C",0,0,0,0,0,0
"YOL158C",0,0,0,0,0,0
"YOL159C",1,0,0,0,0,0
"YOL159C-A",1,0,0,0,0,0
"YOL160W",0,0,0,0,0,0
"YOL161C",0,0,0,0,0,0
"YOL162W",0,0,0,0,0,0
"YOL163W",0,0,0,0,0,0
"YOL164W",0,0,0,0,0,0
"YOL164W-A",0,0,0,0,0,0
"YOL165C",0,0,0,0,0,0
"YOL166C",0,0,0,0,0,0
"YOL166W-A",0,0,0,0,0,0
"YOR001W",56,37,41,50,58,49
"YOR002W",131,81,79,136,135,136
"YOR003W",76,56,43,175,165,172
"YOR004W",23,39,11,16,18,27
"YOR005C",48,45,30,82,113,80
"YOR006C",53,49,28,87,99,75
"YOR007C",640,542,324,278,327,323
"YOR008C",175,133,88,88,153,130
"YOR008C-A",4,4,1,2,2,3
"YOR008W-B",3,2,2,1,1,3
"YOR009W",2,5,1,16,15,25
"YOR010C",14,6,3,39,31,28
"YOR011W",33,27,27,50,56,46
"YOR011W-A",0,0,0,1,2,2
"YOR012W",0,2,0,3,3,2
"YOR013W",1,2,0,4,7,4
"YOR014W",178,212,99,190,222,184
"YOR015W",42,61,13,33,47,45
"YOR016C",78,54,38,46,44,52
"YOR017W",51,52,22,35,37,50
"YOR018W",40,33,24,48,52,60
"YOR019W",15,21,7,41,39,37
"YOR020C",506,522,246,103,135,139
"YOR020W-A",120,111,50,96,134,148
"YOR021C",97,60,35,57,54,54
"YOR022C",49,43,23,31,31,36
"YOR023C",66,76,22,60,75,89
"YOR024W",0,1,0,0,0,0
"YOR025W",9,11,13,5,10,6
"YOR026W",30,22,17,20,18,15
"YOR027W",296,349,127,143,195,218
"YOR028C",48,57,19,30,35,43
"YOR029W",1,2,0,0,0,0
"YOR030W",94,53,34,119,140,142
"YOR032C",83,102,23,136,147,134
"YOR032W-A",9,13,6,19,23,18
"YOR033C",73,72,33,80,76,69
"YOR034C",60,60,46,85,111,85
"YOR034C-A",9,9,3,10,19,11
"YOR035C",100,60,68,94,122,110
"YOR036W",125,147,67,123,133,137
"YOR037W",38,30,11,29,25,23
"YOR038C",42,44,26,29,28,31
"YOR039W",125,124,59,81,103,87
"YOR040W",55,58,34,66,67,64
"YOR041C",10,12,13,18,10,18
"YOR042W",57,78,26,34,62,67
"YOR043W",90,104,40,78,87,94
"YOR044W",71,104,41,120,126,138
